YYYYMMDDHH FOGO
2002122900 0
2002122906 0
2002122912 0
2002122918 0
2002123000 0
2002123006 0
2002123012 0
2002123018 0
2002123100 0
2002123106 0
2002123112 0
2002123118 0
2003010100 0
2003010106 0
2003010112 0
2003010118 1
2003010200 0
2003010206 0
2003010212 0
2003010218 0
2003010300 0
2003010306 0
2003010312 0
2003010318 0
2003010400 0
2003010406 0
2003010412 0
2003010418 0
2003010500 0
2003010506 0
2003010512 0
2003010518 0
2003010600 0
2003010606 0
2003010612 0
2003010618 1
2003010700 0
2003010706 0
2003010712 0
2003010718 0
2003010800 0
2003010806 0
2003010812 0
2003010818 0
2003010900 0
2003010906 0
2003010912 0
2003010918 0
2003011000 0
2003011006 0
2003011012 3
2003011018 0
2003011100 0
2003011106 0
2003011112 0
2003011118 0
2003011200 0
2003011206 0
2003011212 0
2003011218 0
2003011300 0
2003011306 0
2003011312 0
2003011318 1
2003011400 0
2003011406 0
2003011412 0
2003011418 0
2003011500 0
2003011506 0
2003011512 0
2003011518 0
2003011600 0
2003011606 0
2003011612 0
2003011618 0
2003011700 0
2003011706 0
2003011712 0
2003011718 0
2003011800 0
2003011806 0
2003011812 0
2003011818 0
2003011900 0
2003011906 0
2003011912 0
2003011918 0
2003012000 0
2003012006 0
2003012012 0
2003012018 0
2003012100 0
2003012106 0
2003012112 0
2003012118 0
2003012200 0
2003012206 0
2003012212 0
2003012218 0
2003012300 0
2003012306 0
2003012312 0
2003012318 0
2003012400 0
2003012406 0
2003012412 0
2003012418 1
2003012500 0
2003012506 0
2003012512 0
2003012518 0
2003012600 0
2003012606 0
2003012612 0
2003012618 0
2003012700 0
2003012706 0
2003012712 0
2003012718 0
2003012800 0
2003012806 0
2003012812 0
2003012818 0
2003012900 0
2003012906 0
2003012912 0
2003012918 0
2003013000 0
2003013006 0
2003013012 0
2003013018 0
2003013100 0
2003013106 0
2003013112 0
2003013118 1
2003020100 0
2003020106 0
2003020112 0
2003020118 0
2003020200 0
2003020206 0
2003020212 0
2003020218 0
2003020300 0
2003020306 0
2003020312 0
2003020318 0
2003020400 0
2003020406 0
2003020412 0
2003020418 0
2003020500 0
2003020506 0
2003020512 0
2003020518 2
2003020600 0
2003020606 0
2003020612 0
2003020618 0
2003020700 0
2003020706 0
2003020712 0
2003020718 7
2003020800 0
2003020806 0
2003020812 0
2003020818 0
2003020900 0
2003020906 0
2003020912 0
2003020918 1
2003021000 0
2003021006 0
2003021012 0
2003021018 0
2003021100 0
2003021106 0
2003021112 0
2003021118 2
2003021200 2
2003021206 0
2003021212 0
2003021218 0
2003021300 0
2003021306 0
2003021312 2
2003021318 0
2003021400 1
2003021406 0
2003021412 0
2003021418 5
2003021500 0
2003021506 0
2003021512 0
2003021518 0
2003021600 0
2003021606 0
2003021612 0
2003021618 1
2003021700 0
2003021706 0
2003021712 0
2003021718 0
2003021800 0
2003021806 0
2003021812 0
2003021818 0
2003021900 0
2003021906 0
2003021912 0
2003021918 1
2003022000 0
2003022006 0
2003022012 0
2003022018 0
2003022100 1
2003022106 0
2003022112 0
2003022118 1
2003022200 0
2003022206 0
2003022212 0
2003022218 0
2003022300 0
2003022306 0
2003022312 0
2003022318 0
2003022400 0
2003022406 0
2003022412 0
2003022418 2
2003022500 0
2003022506 3
2003022512 2
2003022518 4
2003022600 1
2003022606 0
2003022612 1
2003022618 2
2003022700 0
2003022706 0
2003022712 3
2003022718 1
2003022800 5
2003022806 0
2003022812 0
2003022818 3
2003030100 0
2003030106 0
2003030112 3
2003030118 0
2003030200 0
2003030206 0
2003030212 0
2003030218 0
2003030300 0
2003030306 0
2003030312 0
2003030318 0
2003030400 0
2003030406 0
2003030412 0
2003030418 3
2003030500 0
2003030506 0
2003030512 1
2003030518 0
2003030600 0
2003030606 0
2003030612 1
2003030618 2
2003030700 2
2003030706 0
2003030712 0
2003030718 0
2003030800 0
2003030806 0
2003030812 0
2003030818 0
2003030900 2
2003030906 3
2003030912 0
2003030918 0
2003031000 0
2003031006 0
2003031012 0
2003031018 0
2003031100 0
2003031106 0
2003031112 0
2003031118 2
2003031200 0
2003031206 0
2003031212 0
2003031218 0
2003031300 0
2003031306 0
2003031312 0
2003031318 0
2003031400 0
2003031406 0
2003031412 0
2003031418 0
2003031500 0
2003031506 0
2003031512 0
2003031518 1
2003031600 0
2003031606 0
2003031612 0
2003031618 1
2003031700 0
2003031706 0
2003031712 0
2003031718 0
2003031800 0
2003031806 0
2003031812 0
2003031818 5
2003031900 0
2003031906 0
2003031912 0
2003031918 0
2003032000 1
2003032006 1
2003032012 0
2003032018 0
2003032100 0
2003032106 0
2003032112 0
2003032118 2
2003032200 0
2003032206 0
2003032212 3
2003032218 0
2003032300 1
2003032306 0
2003032312 0
2003032318 0
2003032400 0
2003032406 0
2003032412 0
2003032418 0
2003032500 0
2003032506 0
2003032512 0
2003032518 1
2003032600 0
2003032606 0
2003032612 0
2003032618 0
2003032700 0
2003032706 0
2003032712 0
2003032718 0
2003032800 0
2003032806 0
2003032812 0
2003032818 0
2003032900 0
2003032906 0
2003032912 0
2003032918 0
2003033000 0
2003033006 0
2003033012 0
2003033018 0
2003033100 0
2003033106 0
2003033112 2
2003033118 0
2003040100 0
2003040106 0
2003040112 0
2003040118 2
2003040200 0
2003040206 0
2003040212 0
2003040218 2
2003040300 0
2003040306 0
2003040312 0
2003040318 8
2003040400 0
2003040406 0
2003040412 0
2003040418 0
2003040500 0
2003040506 0
2003040512 1
2003040518 3
2003040600 0
2003040606 0
2003040612 2
2003040618 0
2003040700 0
2003040706 0
2003040712 0
2003040718 1
2003040800 0
2003040806 0
2003040812 0
2003040818 0
2003040900 0
2003040906 0
2003040912 0
2003040918 0
2003041000 0
2003041006 0
2003041012 0
2003041018 1
2003041100 0
2003041106 0
2003041112 0
2003041118 1
2003041200 1
2003041206 2
2003041212 0
2003041218 3
2003041300 0
2003041306 0
2003041312 0
2003041318 0
2003041400 0
2003041406 0
2003041412 0
2003041418 0
2003041500 0
2003041506 0
2003041512 0
2003041518 0
2003041600 0
2003041606 0
2003041612 2
2003041618 0
2003041700 0
2003041706 0
2003041712 0
2003041718 2
2003041800 0
2003041806 0
2003041812 0
2003041818 0
2003041900 0
2003041906 0
2003041912 0
2003041918 3
2003042000 0
2003042006 0
2003042012 0
2003042018 0
2003042100 0
2003042106 0
2003042112 0
2003042118 4
2003042200 0
2003042206 0
2003042212 0
2003042218 7
2003042300 0
2003042306 0
2003042312 3
2003042318 1
2003042400 0
2003042406 0
2003042412 0
2003042418 0
2003042500 0
2003042506 0
2003042512 0
2003042518 0
2003042600 1
2003042606 0
2003042612 3
2003042618 3
2003042700 0
2003042706 0
2003042712 0
2003042718 2
2003042800 1
2003042806 1
2003042812 3
2003042818 11
2003042900 0
2003042906 0
2003042912 1
2003042918 7
2003043000 0
2003043006 0
2003043012 2
2003043018 6
2003050100 0
2003050106 0
2003050112 0
2003050118 6
2003050200 0
2003050206 0
2003050212 8
2003050218 0
2003050300 0
2003050306 0
2003050312 0
2003050318 0
2003050400 0
2003050406 0
2003050412 0
2003050418 0
2003050500 0
2003050506 0
2003050512 0
2003050518 2
2003050600 0
2003050606 0
2003050612 0
2003050618 1
2003050700 0
2003050706 0
2003050712 0
2003050718 6
2003050800 0
2003050806 0
2003050812 0
2003050818 3
2003050900 0
2003050906 0
2003050912 4
2003050918 2
2003051000 1
2003051006 0
2003051012 0
2003051018 4
2003051100 0
2003051106 0
2003051112 0
2003051118 0
2003051200 0
2003051206 0
2003051212 0
2003051218 0
2003051300 0
2003051306 0
2003051312 1
2003051318 0
2003051400 0
2003051406 0
2003051412 0
2003051418 0
2003051500 0
2003051506 0
2003051512 0
2003051518 2
2003051600 0
2003051606 0
2003051612 2
2003051618 1
2003051700 0
2003051706 0
2003051712 0
2003051718 7
2003051800 0
2003051806 0
2003051812 5
2003051818 0
2003051900 1
2003051906 0
2003051912 0
2003051918 2
2003052000 0
2003052006 0
2003052012 0
2003052018 0
2003052100 0
2003052106 2
2003052112 0
2003052118 4
2003052200 0
2003052206 0
2003052212 2
2003052218 5
2003052300 0
2003052306 0
2003052312 6
2003052318 12
2003052400 2
2003052406 0
2003052412 0
2003052418 0
2003052500 0
2003052506 0
2003052512 1
2003052518 2
2003052600 0
2003052606 0
2003052612 0
2003052618 6
2003052700 0
2003052706 0
2003052712 0
2003052718 0
2003052800 0
2003052806 0
2003052812 0
2003052818 2
2003052900 0
2003052906 0
2003052912 0
2003052918 0
2003053000 0
2003053006 0
2003053012 0
2003053018 0
2003053100 0
2003053106 0
2003053112 0
2003053118 0
2003060100 0
2003060106 0
2003060112 1
2003060118 0
2003060200 0
2003060206 0
2003060212 0
2003060218 0
2003060300 0
2003060306 0
2003060312 2
2003060318 0
2003060400 0
2003060406 0
2003060412 0
2003060418 15
2003060500 0
2003060506 0
2003060512 1
2003060518 0
2003060600 0
2003060606 1
2003060612 4
2003060618 2
2003060700 0
2003060706 0
2003060712 0
2003060718 2
2003060800 0
2003060806 0
2003060812 3
2003060818 5
2003060900 0
2003060906 0
2003060912 0
2003060918 9
2003061000 0
2003061006 0
2003061012 1
2003061018 0
2003061100 0
2003061106 0
2003061112 0
2003061118 9
2003061200 0
2003061206 0
2003061212 5
2003061218 1
2003061300 0
2003061306 0
2003061312 0
2003061318 17
2003061400 0
2003061406 0
2003061412 4
2003061418 2
2003061500 0
2003061506 0
2003061512 3
2003061518 6
2003061600 0
2003061606 0
2003061612 0
2003061618 2
2003061700 0
2003061706 0
2003061712 6
2003061718 3
2003061800 2
2003061806 0
2003061812 0
2003061818 18
2003061900 0
2003061906 0
2003061912 4
2003061918 1
2003062000 1
2003062006 0
2003062012 0
2003062018 9
2003062100 0
2003062106 0
2003062112 5
2003062118 0
2003062200 0
2003062206 0
2003062212 5
2003062218 3
2003062300 0
2003062306 0
2003062312 2
2003062318 3
2003062400 3
2003062406 3
2003062412 0
2003062418 8
2003062500 1
2003062506 0
2003062512 4
2003062518 13
2003062600 0
2003062606 0
2003062612 6
2003062618 4
2003062700 0
2003062706 0
2003062712 0
2003062718 21
2003062800 0
2003062806 0
2003062812 2
2003062818 0
2003062900 1
2003062906 2
2003062912 0
2003062918 20
2003063000 0
2003063006 0
2003063012 4
2003063018 0
2003070100 0
2003070106 0
2003070112 1
2003070118 9
2003070200 0
2003070206 0
2003070212 0
2003070218 15
2003070300 0
2003070306 0
2003070312 6
2003070318 4
2003070400 1
2003070406 0
2003070412 0
2003070418 16
2003070500 0
2003070506 0
2003070512 1
2003070518 6
2003070600 1
2003070606 0
2003070612 0
2003070618 28
2003070700 0
2003070706 0
2003070712 7
2003070718 0
2003070800 0
2003070806 0
2003070812 3
2003070818 32
2003070900 0
2003070906 0
2003070912 1
2003070918 16
2003071000 1
2003071006 0
2003071012 9
2003071018 29
2003071100 2
2003071106 0
2003071112 0
2003071118 8
2003071200 0
2003071206 0
2003071212 5
2003071218 9
2003071300 1
2003071306 0
2003071312 0
2003071318 5
2003071400 0
2003071406 0
2003071412 3
2003071418 0
2003071500 0
2003071506 0
2003071512 0
2003071518 11
2003071600 0
2003071606 0
2003071612 3
2003071618 0
2003071700 0
2003071706 0
2003071712 0
2003071718 3
2003071800 0
2003071806 0
2003071812 0
2003071818 5
2003071900 0
2003071906 0
2003071912 11
2003071918 9
2003072000 1
2003072006 0
2003072012 0
2003072018 20
2003072100 0
2003072106 0
2003072112 11
2003072118 4
2003072200 3
2003072206 2
2003072212 0
2003072218 28
2003072300 0
2003072306 0
2003072312 6
2003072318 0
2003072400 0
2003072406 0
2003072412 3
2003072418 11
2003072500 1
2003072506 0
2003072512 0
2003072518 3
2003072600 0
2003072606 0
2003072612 6
2003072618 6
2003072700 1
2003072706 0
2003072712 0
2003072718 0
2003072800 0
2003072806 0
2003072812 7
2003072818 14
2003072900 5
2003072906 0
2003072912 0
2003072918 26
2003073000 0
2003073006 0
2003073012 7
2003073018 0
2003073100 0
2003073106 1
2003073112 0
2003073118 4
2003080100 0
2003080106 0
2003080112 0
2003080118 0
2003080200 2
2003080206 0
2003080212 4
2003080218 17
2003080300 0
2003080306 0
2003080312 0
2003080318 6
2003080400 0
2003080406 0
2003080412 3
2003080418 3
2003080500 0
2003080506 0
2003080512 0
2003080518 7
2003080600 0
2003080606 0
2003080612 13
2003080618 0
2003080700 2
2003080706 0
2003080712 2
2003080718 46
2003080800 1
2003080806 1
2003080812 8
2003080818 0
2003080900 18
2003080906 11
2003080912 12
2003080918 66
2003081000 3
2003081006 1
2003081012 2
2003081018 4
2003081100 0
2003081106 3
2003081112 15
2003081118 36
2003081200 1
2003081206 0
2003081212 0
2003081218 15
2003081300 0
2003081306 0
2003081312 7
2003081318 2
2003081400 1
2003081406 1
2003081412 0
2003081418 48
2003081500 0
2003081506 0
2003081512 7
2003081518 0
2003081600 9
2003081606 1
2003081612 3
2003081618 109
2003081700 0
2003081706 0
2003081712 4
2003081718 6
2003081800 5
2003081806 9
2003081812 3
2003081818 11
2003081900 0
2003081906 0
2003081912 0
2003081918 6
2003082000 0
2003082006 0
2003082012 8
2003082018 8
2003082100 1
2003082106 0
2003082112 0
2003082118 53
2003082200 0
2003082206 0
2003082212 24
2003082218 9
2003082300 2
2003082306 1
2003082312 2
2003082318 15
2003082400 0
2003082406 0
2003082412 4
2003082418 0
2003082500 10
2003082506 2
2003082512 12
2003082518 76
2003082600 5
2003082606 0
2003082612 1
2003082618 7
2003082700 0
2003082706 0
2003082712 8
2003082718 16
2003082800 0
2003082806 0
2003082812 0
2003082818 9
2003082900 0
2003082906 0
2003082912 0
2003082918 1
2003083000 0
2003083006 0
2003083012 0
2003083018 2
2003083100 0
2003083106 0
2003083112 1
2003083118 0
2003090100 0
2003090106 0
2003090112 1
2003090118 103
2003090200 0
2003090206 0
2003090212 5
2003090218 8
2003090300 0
2003090306 0
2003090312 0
2003090318 2
2003090400 1
2003090406 0
2003090412 0
2003090418 5
2003090500 0
2003090506 0
2003090512 16
2003090518 41
2003090600 20
2003090606 0
2003090612 0
2003090618 115
2003090700 0
2003090706 2
2003090712 15
2003090718 11
2003090800 1
2003090806 0
2003090812 6
2003090818 115
2003090900 0
2003090906 0
2003090912 6
2003090918 8
2003091000 8
2003091006 7
2003091012 16
2003091018 105
2003091100 3
2003091106 0
2003091112 17
2003091118 27
2003091200 4
2003091206 1
2003091212 16
2003091218 38
2003091300 6
2003091306 0
2003091312 0
2003091318 215
2003091400 0
2003091406 0
2003091412 21
2003091418 159
2003091500 3
2003091506 2
2003091512 3
2003091518 39
2003091600 0
2003091606 0
2003091612 29
2003091618 22
2003091700 14
2003091706 1
2003091712 3
2003091718 454
2003091800 0
2003091806 0
2003091812 7
2003091818 0
2003091900 1
2003091906 3
2003091912 7
2003091918 33
2003092000 1
2003092006 0
2003092012 10
2003092018 105
2003092100 8
2003092106 5
2003092112 31
2003092118 137
2003092200 38
2003092206 0
2003092212 5
2003092218 34
2003092300 0
2003092306 5
2003092312 52
2003092318 278
2003092400 83
2003092406 18
2003092412 8
2003092418 1283
2003092500 18
2003092506 5
2003092512 139
2003092518 165
2003092600 188
2003092606 106
2003092612 67
2003092618 981
2003092700 47
2003092706 4
2003092712 108
2003092718 305
2003092800 70
2003092806 64
2003092812 66
2003092818 148
2003092900 0
2003092906 0
2003092912 1
2003092918 8
2003093000 0
2003093006 0
2003093012 3
2003093018 0
2003100100 2
2003100106 0
2003100112 0
2003100118 9
2003100200 0
2003100206 0
2003100212 8
2003100218 0
2003100300 8
2003100306 0
2003100312 7
2003100318 83
2003100400 0
2003100406 0
2003100412 24
2003100418 7
2003100500 12
2003100506 7
2003100512 19
2003100518 101
2003100600 21
2003100606 0
2003100612 17
2003100618 50
2003100700 2
2003100706 8
2003100712 78
2003100718 223
2003100800 65
2003100806 7
2003100812 19
2003100818 342
2003100900 0
2003100906 8
2003100912 46
2003100918 14
2003101000 32
2003101006 3
2003101012 7
2003101018 308
2003101100 1
2003101106 3
2003101112 99
2003101118 30
2003101200 44
2003101206 4
2003101212 17
2003101218 127
2003101300 2
2003101306 0
2003101312 2
2003101318 1
2003101400 0
2003101406 0
2003101412 0
2003101418 2
2003101500 0
2003101506 0
2003101512 0
2003101518 2
2003101600 0
2003101606 1
2003101612 22
2003101618 12
2003101700 28
2003101706 12
2003101712 11
2003101718 329
2003101800 4
2003101806 3
2003101812 54
2003101818 49
2003101900 52
2003101906 28
2003101912 33
2003101918 421
2003102000 27
2003102006 3
2003102012 87
2003102018 57
2003102100 61
2003102106 142
2003102112 123
2003102118 488
2003102200 95
2003102206 8
2003102212 43
2003102218 167
2003102300 42
2003102306 34
2003102312 90
2003102318 159
2003102400 6
2003102406 0
2003102412 0
2003102418 6
2003102500 0
2003102506 0
2003102512 27
2003102518 7
2003102600 1
2003102606 3
2003102612 5
2003102618 26
2003102700 0
2003102706 0
2003102712 14
2003102718 0
2003102800 9
2003102806 2
2003102812 8
2003102818 65
2003102900 12
2003102906 0
2003102912 5
2003102918 0
2003103000 3
2003103006 0
2003103012 6
2003103018 17
2003103100 2
2003103106 0
2003103112 0
2003103118 0
2003110100 0
2003110106 0
2003110112 3
2003110118 2
2003110200 2
2003110206 0
2003110212 0
2003110218 1
2003110300 0
2003110306 0
2003110312 0
2003110318 0
2003110400 0
2003110406 0
2003110412 0
2003110418 2
2003110500 0
2003110506 0
2003110512 0
2003110518 0
2003110600 0
2003110606 0
2003110612 0
2003110618 0
2003110700 0
2003110706 0
2003110712 0
2003110718 0
2003110800 0
2003110806 0
2003110812 3
2003110818 2
2003110900 0
2003110906 0
2003110912 0
2003110918 1
2003111000 0
2003111006 0
2003111012 0
2003111018 4
2003111100 0
2003111106 0
2003111112 0
2003111118 12
2003111200 3
2003111206 0
2003111212 5
2003111218 0
2003111300 0
2003111306 0
2003111312 7
2003111318 64
2003111400 0
2003111406 0
2003111412 2
2003111418 1
2003111500 0
2003111506 0
2003111512 3
2003111518 1
2003111600 2
2003111606 0
2003111612 1
2003111618 5
2003111700 0
2003111706 0
2003111712 8
2003111718 6
2003111800 0
2003111806 0
2003111812 2
2003111818 10
2003111900 0
2003111906 0
2003111912 9
2003111918 1
2003112000 3
2003112006 0
2003112012 0
2003112018 7
2003112100 0
2003112106 0
2003112112 1
2003112118 0
2003112200 3
2003112206 2
2003112212 5
2003112218 10
2003112300 0
2003112306 0
2003112312 0
2003112318 0
2003112400 0
2003112406 0
2003112412 0
2003112418 9
2003112500 1
2003112506 0
2003112512 0
2003112518 8
2003112600 0
2003112606 0
2003112612 16
2003112618 2
2003112700 6
2003112706 0
2003112712 1
2003112718 10
2003112800 0
2003112806 0
2003112812 3
2003112818 0
2003112900 5
2003112906 2
2003112912 0
2003112918 13
2003113000 0
2003113006 0
2003113012 0
2003113018 0
2003120100 0
2003120106 0
2003120112 1
2003120118 2
2003120200 3
2003120206 0
2003120212 0
2003120218 0
2003120300 0
2003120306 0
2003120312 1
2003120318 0
2003120400 0
2003120406 0
2003120412 0
2003120418 0
2003120500 0
2003120506 0
2003120512 1
2003120518 0
2003120600 0
2003120606 0
2003120612 0
2003120618 1
2003120700 0
2003120706 0
2003120712 0
2003120718 0
2003120800 0
2003120806 0
2003120812 0
2003120818 2
2003120900 0
2003120906 0
2003120912 0
2003120918 0
2003121000 0
2003121006 0
2003121012 3
2003121018 1
2003121100 0
2003121106 0
2003121112 0
2003121118 4
2003121200 0
2003121206 0
2003121212 4
2003121218 4
2003121300 2
2003121306 0
2003121312 0
2003121318 5
2003121400 0
2003121406 0
2003121412 0
2003121418 2
2003121500 0
2003121506 0
2003121512 0
2003121518 14
2003121600 0
2003121606 0
2003121612 0
2003121618 1
2003121700 0
2003121706 1
2003121712 0
2003121718 16
2003121800 0
2003121806 0
2003121812 0
2003121818 5
2003121900 0
2003121906 0
2003121912 0
2003121918 1
2003122000 0
2003122006 0
2003122012 0
2003122018 6
2003122100 0
2003122106 0
2003122112 0
2003122118 1
2003122200 0
2003122206 0
2003122212 0
2003122218 2
2003122300 0
2003122306 0
2003122312 0
2003122318 0
2003122400 0
2003122406 0
2003122412 0
2003122418 0
2003122500 0
2003122506 0
2003122512 0
2003122518 0
2003122600 0
2003122606 0
2003122612 0
2003122618 0
2003122700 0
2003122706 0
2003122712 0
2003122718 0
2003122800 0
2003122806 0
2003122812 0
2003122818 0
2003122900 0
2003122906 0
2003122912 0
2003122918 0
2003123000 0
2003123006 0
2003123012 0
2003123018 0
2003123100 0
2003123106 0
2003123112 0
2003123118 0
2004010100 0
2004010106 0
2004010112 0
2004010118 0
2004010200 0
2004010206 0
2004010212 0
2004010218 0
2004010300 0
2004010306 0
2004010312 0
2004010318 0
2004010400 0
2004010406 0
2004010412 0
2004010418 0
2004010500 0
2004010506 0
2004010512 0
2004010518 0
2004010600 0
2004010606 0
2004010612 2
2004010618 0
2004010700 0
2004010706 0
2004010712 0
2004010718 1
2004010800 0
2004010806 0
2004010812 0
2004010818 0
2004010900 0
2004010906 0
2004010912 0
2004010918 0
2004011000 0
2004011006 0
2004011012 0
2004011018 0
2004011100 0
2004011106 0
2004011112 0
2004011118 0
2004011200 0
2004011206 0
2004011212 0
2004011218 0
2004011300 0
2004011306 0
2004011312 0
2004011318 0
2004011400 0
2004011406 0
2004011412 0
2004011418 0
2004011500 0
2004011506 0
2004011512 0
2004011518 0
2004011600 0
2004011606 0
2004011612 0
2004011618 0
2004011700 0
2004011706 0
2004011712 0
2004011718 0
2004011800 0
2004011806 0
2004011812 0
2004011818 0
2004011900 0
2004011906 0
2004011912 0
2004011918 0
2004012000 0
2004012006 0
2004012012 0
2004012018 0
2004012100 0
2004012106 0
2004012112 0
2004012118 0
2004012200 0
2004012206 0
2004012212 0
2004012218 0
2004012300 0
2004012306 0
2004012312 0
2004012318 0
2004012400 0
2004012406 0
2004012412 0
2004012418 0
2004012500 0
2004012506 0
2004012512 0
2004012518 0
2004012600 0
2004012606 0
2004012612 0
2004012618 0
2004012700 0
2004012706 0
2004012712 0
2004012718 1
2004012800 0
2004012806 0
2004012812 0
2004012818 0
2004012900 0
2004012906 0
2004012912 0
2004012918 0
2004013000 0
2004013006 0
2004013012 0
2004013018 2
2004013100 0
2004013106 0
2004013112 0
2004013118 0
2004020100 0
2004020106 0
2004020112 0
2004020118 1
2004020200 0
2004020206 0
2004020212 0
2004020218 0
2004020300 0
2004020306 0
2004020312 0
2004020318 1
2004020400 0
2004020406 0
2004020412 0
2004020418 0
2004020500 0
2004020506 0
2004020512 0
2004020518 2
2004020600 2
2004020606 0
2004020612 0
2004020618 0
2004020700 0
2004020706 0
2004020712 0
2004020718 0
2004020800 0
2004020806 0
2004020812 0
2004020818 0
2004020900 0
2004020906 0
2004020912 0
2004020918 0
2004021000 0
2004021006 0
2004021012 0
2004021018 0
2004021100 0
2004021106 0
2004021112 0
2004021118 0
2004021200 0
2004021206 0
2004021212 0
2004021218 0
2004021300 0
2004021306 0
2004021312 0
2004021318 0
2004021400 0
2004021406 0
2004021412 0
2004021418 0
2004021500 0
2004021506 0
2004021512 0
2004021518 0
2004021600 0
2004021606 0
2004021612 0
2004021618 0
2004021700 0
2004021706 0
2004021712 0
2004021718 1
2004021800 0
2004021806 0
2004021812 0
2004021818 0
2004021900 0
2004021906 0
2004021912 0
2004021918 0
2004022000 0
2004022006 0
2004022012 0
2004022018 0
2004022100 0
2004022106 0
2004022112 0
2004022118 0
2004022200 0
2004022206 0
2004022212 0
2004022218 0
2004022300 0
2004022306 0
2004022312 0
2004022318 0
2004022400 0
2004022406 0
2004022412 0
2004022418 0
2004022500 0
2004022506 0
2004022512 0
2004022518 0
2004022600 0
2004022606 0
2004022612 0
2004022618 3
2004022700 0
2004022706 0
2004022712 0
2004022718 0
2004022800 0
2004022806 0
2004022812 0
2004022818 0
2004022900 0
2004022906 0
2004022912 0
2004022918 0
2004030100 0
2004030106 0
2004030112 0
2004030118 0
2004030200 0
2004030206 0
2004030212 0
2004030218 3
2004030300 0
2004030306 0
2004030312 0
2004030318 0
2004030400 0
2004030406 0
2004030412 0
2004030418 0
2004030500 0
2004030506 0
2004030512 0
2004030518 0
2004030600 0
2004030606 0
2004030612 0
2004030618 0
2004030700 0
2004030706 0
2004030712 0
2004030718 1
2004030800 0
2004030806 0
2004030812 0
2004030818 0
2004030900 0
2004030906 0
2004030912 0
2004030918 2
2004031000 0
2004031006 0
2004031012 0
2004031018 0
2004031100 0
2004031106 0
2004031112 0
2004031118 1
2004031200 0
2004031206 0
2004031212 0
2004031218 0
2004031300 0
2004031306 1
2004031312 0
2004031318 3
2004031400 0
2004031406 0
2004031412 0
2004031418 0
2004031500 0
2004031506 0
2004031512 0
2004031518 0
2004031600 0
2004031606 0
2004031612 0
2004031618 0
2004031700 0
2004031706 0
2004031712 0
2004031718 0
2004031800 0
2004031806 0
2004031812 0
2004031818 0
2004031900 0
2004031906 0
2004031912 0
2004031918 0
2004032000 0
2004032006 0
2004032012 0
2004032018 0
2004032100 0
2004032106 0
2004032112 0
2004032118 0
2004032200 0
2004032206 0
2004032212 0
2004032218 0
2004032300 0
2004032306 0
2004032312 0
2004032318 0
2004032400 0
2004032406 0
2004032412 0
2004032418 0
2004032500 0
2004032506 0
2004032512 0
2004032518 0
2004032600 0
2004032606 0
2004032612 0
2004032618 0
2004032700 0
2004032706 0
2004032712 0
2004032718 0
2004032800 0
2004032806 0
2004032812 0
2004032818 0
2004032900 0
2004032906 0
2004032912 0
2004032918 0
2004033000 0
2004033006 0
2004033012 0
2004033018 0
2004033100 0
2004033106 0
2004033112 0
2004033118 0
2004040100 0
2004040106 0
2004040112 0
2004040118 0
2004040200 0
2004040206 0
2004040212 0
2004040218 0
2004040300 0
2004040306 0
2004040312 0
2004040318 1
2004040400 0
2004040406 0
2004040412 0
2004040418 0
2004040500 0
2004040506 0
2004040512 0
2004040518 1
2004040600 0
2004040606 0
2004040612 0
2004040618 0
2004040700 0
2004040706 0
2004040712 0
2004040718 0
2004040800 0
2004040806 0
2004040812 0
2004040818 1
2004040900 0
2004040906 0
2004040912 0
2004040918 0
2004041000 0
2004041006 0
2004041012 0
2004041018 0
2004041100 0
2004041106 0
2004041112 0
2004041118 0
2004041200 0
2004041206 0
2004041212 0
2004041218 0
2004041300 0
2004041306 0
2004041312 0
2004041318 0
2004041400 0
2004041406 0
2004041412 0
2004041418 0
2004041500 0
2004041506 0
2004041512 0
2004041518 0
2004041600 0
2004041606 0
2004041612 0
2004041618 0
2004041700 0
2004041706 0
2004041712 0
2004041718 0
2004041800 0
2004041806 0
2004041812 0
2004041818 0
2004041900 0
2004041906 0
2004041912 0
2004041918 3
2004042000 0
2004042006 0
2004042012 0
2004042018 1
2004042100 0
2004042106 0
2004042112 1
2004042118 8
2004042200 0
2004042206 0
2004042212 0
2004042218 2
2004042300 0
2004042306 0
2004042312 3
2004042318 0
2004042400 0
2004042406 0
2004042412 0
2004042418 2
2004042500 0
2004042506 0
2004042512 0
2004042518 0
2004042600 0
2004042606 0
2004042612 0
2004042618 2
2004042700 0
2004042706 0
2004042712 0
2004042718 0
2004042800 0
2004042806 0
2004042812 0
2004042818 2
2004042900 0
2004042906 0
2004042912 2
2004042918 0
2004043000 0
2004043006 0
2004043012 5
2004043018 5
2004050100 0
2004050106 0
2004050112 0
2004050118 2
2004050200 0
2004050206 0
2004050212 0
2004050218 0
2004050300 0
2004050306 0
2004050312 0
2004050318 1
2004050400 0
2004050406 0
2004050412 1
2004050418 0
2004050500 0
2004050506 0
2004050512 1
2004050518 6
2004050600 0
2004050606 0
2004050612 0
2004050618 1
2004050700 0
2004050706 1
2004050712 0
2004050718 5
2004050800 0
2004050806 0
2004050812 0
2004050818 0
2004050900 0
2004050906 0
2004050912 0
2004050918 1
2004051000 0
2004051006 0
2004051012 0
2004051018 0
2004051100 0
