#MES TEMP PREC UM10 UM2M FOGO
200807 293.995608333 3.81847673333e-07 0.15726755 0.150533066667 3.45
200808 295.85105 4.91723365833e-07 0.14324955 0.138247416667 14.4083333333
200809 297.183216667 1.07741012958e-05 0.191323275 0.141862558333 24.2333333333
200810 299.165133333 1.80188222192e-05 0.213744575 0.169766425 35.15
200811 294.923233333 0.000101039355433 0.34200375 0.282846008333 0.291666666667
200812 295.296425 9.224710705e-05 0.3675137 0.365713641667 0.0916666666667
200901 295.347216667 8.13148269817e-05 0.364818741667 0.368865283333 0.2
200902 295.1235 6.096015208e-05 0.356075675 0.366526233333 0.608333333333
200903 295.496058333 8.66267480192e-05 0.373511108333 0.365488625 0.216666666667
200904 293.797325 2.19482846567e-05 0.298745216667 0.316552725 0.166666666667
200905 293.518575 1.04364726983e-05 0.245203641667 0.237518483333 0.35
200906 293.66825 3.6138666275e-06 0.216085008333 0.186726233333 0.708333333333
200907 294.683116667 1.26453698667e-06 0.177192408333 0.157291258333 2.43333333333
200908 295.722016667 2.90089767583e-06 0.163285475 0.143130941667 2.95
200909 297.932241667 1.53775126083e-05 0.186376425 0.1424598 17.9916666667
200910 295.763633333 0.000131680311583 0.32651705 0.219779858333 4.90833333333
200911 296.713883333 3.82526754083e-05 0.298353058333 0.304855733333 1.4
200912 296.187308333 5.77367650417e-05 0.3282351 0.334264108333 0.433333333333
201001 295.592108333 5.1814922075e-05 0.3329159 0.342563541667 1.05833333333
201002 296.076183333 7.16227601833e-05 0.33398145 0.33727255 0.35
201003 295.554858333 5.586058735e-05 0.344473966667 0.349920208333 0.225
201004 295.096466667 2.7956079e-06 0.263683708333 0.290367075 0.616666666667
201005 294.654375 1.8536589325e-05 0.256452116667 0.223372458333 0.591666666667
201006 292.760441667 6.95131866667e-07 0.195513908333 0.17883935 1.5
201007 293.934825 1.27875226667e-06 0.167863333333 0.153468191667 2.83333333333
201008 294.052666667 1.0758364e-06 0.152468191667 0.140274458333 10.0333333333
201009 297.0595 2.13222645833e-06 0.152457266667 0.138377475 28.8166666667
201010 297.769916667 4.0050586575e-05 0.229430625 0.161061458333 9.875
201011 295.614591667 9.024219245e-05 0.33276205 0.262123333333 0.45
201012 295.695241667 9.998025465e-05 0.362456066667 0.355723158333 0.375
201101 295.111941667 7.508936265e-05 0.35728655 0.366384075 0.408333333333
201102 294.747666667 8.20351956e-05 0.371914533333 0.372571416667 0.625
201103 295.237525 8.12709261833e-05 0.37220135 0.377639316667 0.208333333333
201104 294.55605 3.27666832917e-05 0.315975575 0.331110016667 0.225
201105 293.381525 4.40437675e-06 0.239771725 0.249986666667 0.9
201106 293.222225 1.99233136667e-06 0.189926408333 0.190080333333 1.55833333333
201107 293.012708333 1.17016584167e-06 0.165718941667 0.159226016667 3.09166666667
201108 295.43695 7.143481e-07 0.1503396 0.142637558333 9.48333333333
201108 295.863375 6.24469866667e-07 0.142806766667 0.136957958333 31.1666666667
201109 295.9406 3.50686223417e-05 0.234674125 0.158886208333 10.1083333333
201110 294.92445 5.89967940667e-05 0.296853208333 0.229721825 0.966666666667
201111 295.519933333 8.50631122083e-05 0.341291716667 0.331505158333 0.25
201112 294.895491667 7.12070757667e-05 0.346582558333 0.354744458333 0.558333333333
201201 294.792366667 6.15928195833e-05 0.342589533333 0.350840766667 0.6
201202 295.633125 5.59913289333e-05 0.32462325 0.3402267 1.13333333333
201203 295.530808333 2.45081992083e-05 0.291611666667 0.3070971 1.00833333333
201204 294.088233333 1.316849e-05 0.250410933333 0.240330308333 1.025
201205 294.944166667 1.98004075e-06 0.207649491667 0.189854466667 1.40833333333
201206 293.712741667 1.894779675e-06 0.1744512 0.1589405 2.475
201207 293.203866667 1.7504625e-06 0.155747108333 0.143381816667 3.875
201208 296.940416667 3.08100186667e-06 0.15056525 0.137122116667 25.9083333333
201209 296.55365 1.17710114833e-05 0.180791866667 0.147165516667 16.1833333333
201210 296.563816667 9.80881342667e-05 0.308166291667 0.220729075 19.5083333333
201211 296.239691667 7.673132085e-05 0.3447192 0.338460341667 1.10833333333
201212 295.82785 7.62303365917e-05 0.340804466667 0.348765475 0.908333333333
201301 295.977641667 6.06410866667e-05 0.339618383333 0.35597235 0.591666666667
201302 295.882583333 6.47577553583e-05 0.3428005 0.348617625 0.558333333333
201303 295.189991667 7.15919666333e-05 0.350429991667 0.337627175 0.108333333333
201304 294.227408333 2.70777079167e-06 0.253448533333 0.2763314 0.725
201305 294.118933333 1.74181872833e-05 0.2542157 0.214284075 0.741666666667
201306 294.0787 5.04608480833e-06 0.199796391667 0.173740241667 1.13333333333
201307 294.73075 2.65148578333e-06 0.179672933333 0.150953983333 3.00833333333
201308 295.78955 4.69653488333e-06 0.168104625 0.140179966667 4.04166666667
201309 297.381741667 2.35619939083e-05 0.208905758333 0.148996041667 15.325
201310 296.016591667 6.12350641333e-05 0.292417141667 0.205428566667 3.8
201311 295.711158333 0.000112891040233 0.346732358333 0.307777733333 0.866666666667
201312 295.03755 -4.1538375e+35 0.376063816667 0.386460075 0.433333333333
201401 294.595908333 -1.74461175e+36 0.348203591667 0.364071833333 0.341666666667
201402 294.446808333 -7.4769075e+35 0.371174291667 0.373723191667 0.208333333333
201403 294.963375 -4.1538375e+35 0.360636666667 0.360286458333 0.341666666667
201404 293.846141667 -2.24307225e+36 0.3041944 0.307572991667 0.858333333333
201405 294.338391667 -3.57230025e+36 0.252288166667 0.231673383333 0.7
201406 293.7034 -5.56614225e+36 0.206647308333 0.183296158333 1.60833333333
201407 293.877983333 -5.06768175e+36 0.182236808333 0.156055458333 2.25833333333
201408 295.971641667 -5.8153725e+36 0.1594163 0.141699483333 7.7
201409 297.279258333 -5.06768175e+36 0.159837116667 0.142034466667 19.9666666667
201410 296.808083333 -1.4953815e+36 0.257635641667 0.179584733333 13.0583333333
201411 295.098616667 6.57993293583e-05 0.319669733333 0.2944207 0.425
201412 295.418591667 9.40150876917e-05 0.357602925 0.354781516667 0.816666666667
201501 295.605341667 8.67989845e-05 0.356582216667 0.362970525 0.708333333333
201502 295.436991667 7.4131171775e-05 0.355870975 0.361010541667 0.341666666667
201503 295.639516667 5.78724985667e-05 0.338857141667 0.348459466667 0.366666666667
201504 294.7475 5.25661280083e-05 0.325180608333 0.308521466667 0.166666666667
201505 294.2941 5.25229993333e-06 0.239500325 0.246719166667 0.458333333333
201506 294.0519 4.63229071667e-06 0.1991254 0.189557341667 0.716666666667
201507 294.052391667 2.55899863333e-06 0.172568925 0.160229275 1.8
201508 296.125808333 1.73230571667e-06 0.155367941667 0.143856725 5.95
201509 298.966408333 4.79124695e-06 0.166533475 0.140172783333 28.45
201510 299.3061 1.39010023417e-05 0.204366091667 0.161205516667 22.425
201511 297.852708333 7.25829137167e-05 0.308189641667 0.243864591667 3.975
201512 296.657033333 5.852543865e-05 0.325859591667 0.3240979 1.06666666667
201601 295.650766667 0.000162875146608 0.379718275 0.372684658333 0.0916666666667
201602 295.7454 6.21883402667e-05 0.352643783333 0.370371841667 0.433333333333
201603 295.851458333 4.8744551225e-05 0.336534266667 0.352319975 0.491666666667
201604 295.968025 1.175571025e-05 0.268832891667 0.288567066667 0.558333333333
201605 295.477208333 6.12876031667e-06 0.233421408333 0.2226461 0.658333333333
201606 293.921416667 6.24794291667e-06 0.210427016667 0.1804943 0.866666666667
201607 294.313166667 1.356243075e-06 0.175404683333 0.154540608333 1.525
201608 295.998933333 3.68344701667e-06 0.160873558333 0.140816308333 2.95
201609 297.523733333 1.23113597417e-05 0.178798625 0.138897216667 6.74166666667
201610 297.873825 2.71605595083e-05 0.246855333333 0.163900833333 5.53333333333
201611 296.320225 6.6966391375e-05 0.300002966667 0.241883058333 0.7
201612 296.00485 5.258692255e-05 0.323002233333 0.321873283333 0.358333333333
201701 296.752658333 4.50230288167e-05 0.314104608333 0.329764541667 0.358333333333
201701 295.47185 8.31188397e-05 0.345967083333 0.345022491667 0.15
201703 295.779375 5.19635167667e-05 0.327904258333 0.3387018 0.233333333333
201704 295.405791667 3.23039351167e-05 0.302810225 0.308210725 0.258333333333
201705 294.941491667 1.18661320167e-05 0.252183225 0.240327583333 0.383333333333
201705 294.188366667 5.47204030833e-06 0.217641408333 0.189813783333 0.641666666667
201706 292.274066667 1.419784425e-06 0.17518865 0.158757941667 0.7
201707 294.188375 9.15902591667e-07 0.154458925 0.1426998 2.45833333333
201708 295.1186 2.26169968333e-06 0.148128583333 0.1374613 4.70833333333
201709 298.214041667 2.933048075e-06 0.1734551 0.1499013 16.2416666667
201710 296.065766667 6.47632637583e-05 0.291568233333 0.218706833333 0.933333333333
201711 295.659025 8.81672768e-05 0.338777325 0.322234433333 0.191666666667
201712 49.4547583333 6.9050873e-06 0.05382755 0.0582564666667 0.1
