#YYYYMMDDHH,air2m,prate,soilw0-10cm,soilw10-200cm,FOGO
2003052506,295.94,0.0,0.216388,0.217026,0
2003052512,303369,0.0,0.215388,0.216472,1
2003052518,294077,0.0,0.214831,0.215804,2
2003052600,291.05,0.0,0.214721,0.215581,0
2003052606,295.46,0.0,0.214055,0.215027,0
2003052612,302252,4.33491e-06,0.213277,0.21436,0
2003052618,293557,2.02184e-05,0.214172,0.213916,6
2003052700,291766,1.12159e-06,0.213729,0.213473,0
2003052706,294084,2.7584e-06,0.213618,0.213139,0
2003052712,301167,1.34978e-05,0.213621,0.212361,0
2003052718,293684,1.0362e-05,0.213954,0.211916,0
2003052800,291271,0.0,0.213511,0.211585,0
2003052806,293.58,3.31118e-07,0.213067,0.211361,0
2003052812,298974,1.15611e-05,0.21317,0.210695,0
2003052818,292973,9.2417e-06,0.213275,0.210249,2
2003052900,290859,8.47155e-06,0.213708,0.209916,0
2003052906,292426,2.86052e-06,0.213707,0.209806,0
2003052912,298278,7.59135e-06,0.213369,0.209028,0
2003052918,291627,5.28094e-06,0.213142,0.208472,0
2003053000,289791,1.10019e-06,0.213031,0.208361,0
2003053006,292036,1.32133e-06,0.212809,0.208138,0
2003053012,298886,3.52062e-06,0.212251,0.207583,0
2003053018,292252,2.79779e-06,0.211807,0.206806,0
2003053100,289495,1.79151e-06,0.211698,0.206695,0
2003053106,291772,3.22899e-06,0.211255,0.206585,0
2003053112,299104,0.0,0.210588,0.205805,0
2003053118,291445,0.0,0.210034,0.205138,0
2003060100,287391,0.0,0.209476,0.205028,0
2003060106,291693,0.0,0.209256,0.204695,0
2003060112,299927,0.0,0.208368,0.204028,1
2003060118,292356,0.0,0.207701,0.203586,0
2003060200,289866,1.12136e-07,0.20748,0.203251,0
2003060206,293105,3.89937e-06,0.20737,0.202919,0
2003060212,300.66,0.0,0.206592,0.202251,0
2003060218,293252,0.0,0.206259,0.201807,0
2003060300,291.56,0.0,0.205815,0.201474,0
2003060306,293802,2.3329e-06,0.205593,0.201142,0
2003060312,302635,0.0,0.204704,0.200697,2
2003060318,292783,0.0,0.20437,0.200364,0
2003060400,290003,0.0,0.204149,0.200252,0
2003060406,292824,1.77675e-06,0.203927,0.199587,0
2003060412,302259,0.0,0.203149,0.19903,0
2003060418,293924,0.0,0.202484,0.198586,15
2003060500,291333,"0,0005533",0.202263,0.198364,0
2003060506,293968,9.99878e-07,0.20215,0.19792,0
2003060512,301326,0.0,0.201263,0.197366,1
2003060518,293347,1.12136e-07,0.200818,0.196921,0
2003060600,290615,8.93207e-07,0.200707,0.196699,0
2003060606,293592,3.33574e-06,0.200707,0.196588,1
2003060612,301093,0.0,0.19993,0.19581,4
2003060618,292087,2.24298e-07,0.199486,0.195367,2
2003060700,289614,2.23263e-07,0.199153,0.195032,0
2003060706,293656,1.11652e-06,0.199041,0.194921,0
2003060712,301879,0.0,0.198154,0.194368,0
2003060718,292091,0.0,0.19771,0.193925,2
2003060800,289433,0.0,0.197378,0.193701,0
2003060806,293186,0.0,0.197154,0.19348,0
2003060812,301245,0.0,0.196378,0.192591,3
2003060818,292425,0.0,0.195934,0.192146,5
2003060900,289277,0.0,0.195934,0.191925,0
2003060906,292088,1.11127e-07,0.195489,0.191813,0
2003060912,301259,0.0,0.194934,0.191148,0
2003060918,293815,0.0,0.194267,0.190703,9
2003061000,290512,0.0,0.194045,0.190593,0
2003061006,292834,5.53398e-07,0.1936,0.190149,0
2003061012,300502,0.0,0.193047,0.189704,1
2003061018,292618,2.24298e-07,0.192712,0.188927,0
2003061100,289493,2.24298e-07,0.192602,0.188927,0
2003061106,292567,5.35686e-06,0.192716,0.188705,0
2003061112,301871,0.0,0.191828,0.18826,0
2003061118,292.14,0.0,0.191716,0.187819,9
2003061200,289159,1.12136e-07,0.191492,0.187707,0
2003061206,293876,2.57029e-06,0.191385,0.187483,0
2003061212,303453,0.0,0.190607,0.186929,5
2003061218,293065,0.0,0.190384,0.186598,1
2003061300,289697,0.0,0.190051,0.186264,0
2003061306,293065,5.55441e-07,0.189829,0.186042,0
2003061312,302.68,0.0,0.188941,0.185263,0
2003061318,292665,0.0,0.188718,0.185152,17
2003061400,288993,0.0,0.188608,0.18471,0
2003061406,292387,0.0,0.188386,0.184488,0
2003061412,302853,0.0,0.187498,0.183933,4
2003061418,291575,0.0,0.187276,0.183821,2
2003061500,288742,0.0,0.187164,0.183489,0
2003061506,292306,0.0,0.186831,0.183378,0
2003061512,301857,0.0,0.186166,0.182601,3
2003061518,292584,0.0,0.185609,0.182044,6
2003061600,289579,1.09995e-07,0.185609,0.182044,0
2003061606,292031,1.65137e-06,0.185499,0.181934,0
2003061612,300.96,0.0,0.184609,0.181268,0
2003061618,291369,0.0,0.184499,0.180936,2
2003061700,288958,0.0,0.184388,0.180713,0
2003061706,291535,1.11127e-07,0.184054,0.180601,0
2003061712,301357,0.0,0.183499,0.179934,6
2003061718,291086,0.0,0.183056,0.179714,3
2003061800,287726,0.0,0.182832,0.179381,2
2003061806,291233,0.0,0.182832,0.179158,0
2003061812,302827,0.0,0.182056,0.178826,0
2003061818,291642,0.0,0.181722,0.17827,18
2003061900,289718,0.0,0.1815,0.17827,0
2003061906,291829,1.11127e-07,0.181389,0.17816,0
2003061912,301249,5.7e-06,0.181059,0.177605,4
2003061918,291057,5.38372e-06,0.181283,0.177493,1
2003062000,288688,1.11127e-07,0.181062,0.177273,1
2003062006,292225,6.66594e-07,0.180952,0.17705,0
2003062012,302.61,0.0,0.180395,0.176606,0
2003062018,291572,0.0,0.180064,0.176162,9
2003062100,288466,0.0,0.179842,0.176052,0
2003062106,292.1,1.12136e-07,0.179842,0.175942,0
2003062112,303389,0.0,0.179175,0.175273,5
2003062118,291212,0.0,0.178842,0.175052,0
2003062200,289425,0.0,0.178842,0.174942,0
2003062206,292625,0.0,0.178287,0.174718,0
2003062212,302769,0.0,0.177843,0.174165,5
2003062218,292441,0.0,0.177621,0.173831,3
2003062300,289441,0.0,0.177285,0.173831,0
2003062306,292402,0.0,0.177065,0.173498,0
2003062312,301713,0.0,0.176732,0.173054,2
2003062318,290144,0.0,0.176065,0.172722,3
2003062400,287252,0.0,0.176065,0.17261,3
2003062406,291003,0.0,0.176065,0.172277,3
2003062412,301803,0.0,0.1754,0.171944,0
2003062418,290284,0.0,0.175066,0.17161,8
2003062500,287083,0.0,0.174956,0.171387,1
2003062506,290902,1.78733e-06,0.174733,0.171277,0
2003062512,301662,0.0,0.174289,0.170945,4
2003062518,291064,0.0,0.173956,0.170722,13
2003062600,289224,0.0,0.173623,0.170391,0
2003062606,291646,0.0,0.173623,0.170391,0
2003062612,301558,0.0,0.17329,0.169614,6
2003062618,290893,0.0,0.172845,0.169391,4
2003062700,287477,0.0,0.172735,0.169278,0
2003062706,290923,4.44411e-07,0.172735,0.169057,0
2003062712,301082,0.0,0.172068,0.168947,0
2003062718,290927,0.0,0.171736,0.168502,21
2003062800,286483,0.0,0.171736,0.168391,0
2003062806,289.78,1.12136e-07,0.171736,0.168281,0
2003062812,301152,0.0,0.170736,0.167726,2
2003062818,287114,0.0,0.170736,0.167503,0
2003062900,283377,0.0,0.170736,0.167283,1
2003062906,289249,0.0,0.170404,0.167283,2
2003062912,301496,0.0,0.169846,0.166947,0
2003062918,286782,0.0,0.169626,0.166394,20
2003063000,283.82,0.0,0.169514,0.166504,0
2003063006,289622,0.0,0.169514,0.166504,0
2003063012,300148,0.0,0.16885,0.165839,4
2003063018,292435,0.0,0.168514,0.165728,0
2003070100,289134,1.32023e-06,0.168624,0.165394,0
2003070106,290379,1.10019e-06,0.168514,0.165505,0
2003070112,299.23,0.0,0.16807,0.165061,1
2003070118,289856,0.0,0.167735,0.164729,9
2003070200,286842,0.0,0.167735,0.164617,0
2003070206,289634,8.86734e-07,0.167625,0.164506,0
2003070212,301419,0.0,0.167181,0.164063,0
2003070218,287874,0.0,0.166848,0.164063,15
2003070300,284282,0.0,0.166737,0.163951,0
2003070306,289151,0.0,0.166737,0.163619,0
2003070312,300984,0.0,0.166404,0.163285,6
2003070318,290119,0.0,0.165849,0.162953,4
2003070400,287366,0.0,0.165849,0.162843,1
2003070406,289744,0.0,0.165739,0.162731,0
2003070412,300.74,0.0,0.165182,0.162398,0
2003070418,289096,0.0,0.16507,0.162176,16
2003070500,286032,0.0,0.164849,0.162065,0
2003070506,290165,4.42297e-07,0.164849,0.162065,0
2003070512,300.65,0.0,0.164515,0.16173,1
2003070518,288565,0.0,0.164184,0.161286,6
2003070600,285542,0.0,0.164072,0.161286,1
2003070606,290759,0.0,0.164072,0.161176,0
2003070612,301869,0.0,0.163405,0.160955,0
2003070618,290489,0.0,0.163405,0.160733,28
2003070700,287219,0.0,0.163405,0.160288,0
2003070706,291602,0.0,0.163293,0.160288,0
2003070712,302115,0.0,0.162405,0.160288,7
2003070718,290416,0.0,0.162405,0.159846,0
2003070800,286687,0.0,0.162405,0.159734,0
2003070806,290008,0.0,0.162185,0.159621,0
2003070812,302779,0.0,0.162073,0.159178,3
2003070818,290033,0.0,0.161295,0.158956,32
2003070900,286746,0.0,0.161295,0.158845,0
2003070906,290332,1.22248e-06,0.161406,0.158845,0
2003070912,302788,0.0,0.161296,0.158511,1
2003070918,292.24,0.0,0.16074,0.158179,16
2003071000,288223,0.0,0.160519,0.157958,1
2003071006,290881,0.0,0.160519,0.158068,0
2003071012,302534,0.0,0.160186,0.157847,9
2003071018,291362,0.0,0.159964,0.157291,29
2003071100,288212,2.22249e-06,0.159852,0.15718,2
2003071106,291.18,4.45096e-06,0.160297,0.157291,0
2003071112,304003,0.0,0.159853,0.156959,0
2003071118,293443,0.0,0.159521,0.156515,8
2003071200,291105,0.0,0.159299,0.156627,0
2003071206,293313,1.70531e-05,0.160508,0.156626,0
2003071212,301715,4.73086e-06,0.160728,0.156181,5
2003071218,294312,1.84913e-05,0.161495,0.155848,9
2003071300,290107,4.62757e-06,0.161603,0.155847,1
2003071306,290894,7.07323e-06,0.162264,0.155847,0
2003071312,298521,0.0,0.161819,0.155737,0
2003071318,292.72,4.52892e-06,0.16182,0.155403,5
2003071400,288347,6.60075e-07,0.16182,0.155402,0
2003071406,289704,8.10921e-06,0.162265,0.15518,0
2003071412,297787,7.70122e-07,0.162265,0.154959,3
2003071418,292341,0.0,0.161598,0.154739,0
2003071500,287706,0.0,0.161598,0.154739,0
2003071506,289303,5.54432e-07,0.161377,0.154515,0
2003071512,298436,0.0,0.161155,0.154182,0
2003071518,291507,0.0,0.160823,0.154182,11
2003071600,286849,0.0,0.160823,0.154072,0
2003071606,289203,1.21242e-06,0.160712,0.153962,0
2003071612,298936,0.0,0.16038,0.153739,3
2003071618,291005,0.0,0.160157,0.153516,0
2003071700,287.29,2.31603e-06,0.160378,0.153516,0
2003071706,289.67,8.54113e-06,0.160711,0.153296,0
2003071712,299415,0.0,0.160268,0.153183,0
2003071718,291561,0.0,0.159936,0.15296,3
2003071800,287361,0.0,0.159936,0.153072,0
2003071806,289434,7.80845e-07,0.159936,0.152962,0
2003071812,300106,0.0,0.159383,0.152296,0
2003071818,290979,0.0,0.15927,0.152296,5
2003071900,288118,1.55343e-06,0.159158,0.152183,0
2003071906,290571,9.98311e-06,0.159936,0.152073,0
2003071912,301239,0.0,0.15938,0.151962,11
2003071918,290651,0.0,0.15916,0.151852,9
2003072000,286853,8.94216e-07,0.159048,0.151741,1
2003072006,289846,2.01074e-06,0.15916,0.151629,0
2003072012,301523,0.0,0.15905,0.151296,0
2003072018,290325,0.0,0.158718,0.151296,20
2003072100,286612,0.0,0.158496,0.151186,0
2003072106,289745,1.11753e-06,0.158497,0.151186,0
2003072112,300725,0.0,0.158164,0.150854,11
2003072118,289911,0.0,0.15783,0.150854,4
2003072200,287916,0.0,0.15783,0.150742,3
2003072206,290914,0.0,0.15761,0.150519,2
2003072212,301023,0.0,0.1575,0.150299,0
2003072218,293147,0.0,0.157167,0.150188,28
2003072300,288799,4.44411e-07,0.157167,0.150299,0
2003072306,290775,2.5522e-06,0.157055,0.150299,0
2003072312,300092,0.0,0.156834,0.149743,6
2003072318,293089,0.0,0.156502,0.149523,0
2003072400,289187,5.18093e-06,0.156944,0.149633,0
2003072406,291477,1.54153e-05,0.157718,0.149521,0
2003072412,301018,0.0,0.157277,0.149411,3
2003072418,294062,0.0,0.157277,0.149301,11
2003072500,290458,3.31144e-07,0.157277,0.148967,1
2003072506,291878,4.77789e-06,0.157277,0.148857,0
2003072512,301505,0.0,0.157055,0.148744,0
2003072518,292705,0.0,0.156943,0.148634,3
2003072600,288781,0.0,0.156945,0.148634,0
2003072606,290.8,1.55562e-06,0.156945,0.148634,0
2003072612,301106,0.0,0.156389,0.148412,6
2003072618,292.99,0.0,0.156167,0.148078,6
2003072700,289021,1.87033e-06,0.156277,0.147968,1
2003072706,290156,2.53904e-06,0.156275,0.147968,0
2003072712,299003,0.0,0.156055,0.147857,0
2003072718,292403,0.0,0.155835,0.147747,0
2003072800,288235,1.09995e-07,0.155835,0.147748,0
2003072806,289933,2.11877e-06,0.155611,0.147637,0
2003072812,300.38,0.0,0.15539,0.14708,7
2003072818,292248,0.0,0.155058,0.14708,14
2003072900,286837,4.47586e-07,0.155058,0.14708,5
2003072906,288988,4.45639e-06,0.155281,0.14708,0
2003072912,300239,0.0,0.15506,0.14686,0
2003072918,291928,0.0,0.154727,0.146749,26
2003073000,287235,0.0,0.154839,0.146637,0
2003073006,290343,8.81198e-07,0.154727,0.146637,0
2003073012,300604,0.0,0.154281,0.146303,7
2003073018,292585,0.0,0.15395,0.146193,0
2003073100,288.66,0.0,0.154061,0.146083,0
2003073106,292.21,0.0,0.154061,0.146083,1
2003073112,301014,0.0,0.153729,0.145972,0
2003073118,292944,0.0,0.153397,0.145749,4
2003080100,290.01,9.98843e-08,0.153509,0.14575,0
2003080106,292844,2.09905e-07,0.153397,0.14575,0
2003080112,302492,9.98843e-08,0.15284,0.145305,0
2003080118,294066,9.98843e-08,0.15273,0.145083,0
2003080200,289477,9.98843e-08,0.15273,0.145083,2
2003080206,291831,9.98843e-08,0.15262,0.145305,0
2003080212,301571,9.98843e-08,0.152176,0.144862,4
2003080218,293658,9.98843e-08,0.152176,0.14475,17
2003080300,288799,9.98843e-08,0.151955,0.14475,0
2003080306,290.6,3.19927e-07,0.15173,0.14464,0
2003080312,300312,7.60011e-07,0.15162,0.144529,0
2003080318,293203,9.98843e-08,0.15151,0.144308,6
2003080400,288438,2.11037e-07,0.15151,0.144419,0
2003080406,290649,5.0906e-06,0.151731,0.144308,0
2003080412,300783,9.98843e-08,0.15151,0.144084,3
2003080418,292163,9.98843e-08,0.151399,0.143972,3
2003080500,288375,2.31276e-06,0.1514,0.143862,0
2003080506,291152,5.74042e-06,0.151623,0.143752,0
2003080512,301538,9.98843e-08,0.151176,0.143642,0
2003080518,292605,9.98843e-08,0.151066,0.143642,7
2003080600,288614,2.11037e-07,0.151066,0.143531,0
2003080606,291825,2.33606e-06,0.151178,0.143531,0
2003080612,303636,9.98843e-08,0.151068,0.143307,13
2003080618,293623,9.98843e-08,0.150513,0.143087,0
2003080700,288.8,4.29948e-07,0.150513,0.143087,2
2003080706,291734,2.06925e-06,0.150623,0.142975,0
2003080712,303968,9.98843e-08,0.15029,0.142752,2
2003080718,294335,9.98843e-08,0.149957,0.142752,46
2003080800,289723,9.98843e-08,0.149957,0.142752,1
2003080806,292444,2.12046e-07,0.150068,0.142753,1
2003080812,303.89,9.98843e-08,0.149625,0.14231,8
2003080818,295901,9.98843e-08,0.149403,0.1422,0
2003080900,290435,2.12046e-07,0.149403,0.1422,18
2003080906,292347,2.10745e-06,0.149516,0.1422,11
2003080912,304142,9.98843e-08,0.149292,0.142087,12
2003080918,294716,9.98843e-08,0.148849,0.141865,66
2003081000,289507,9.98843e-08,0.148849,0.141865,3
2003081006,292321,1.54992e-06,0.14885,0.141865,1
2003081012,302404,9.98843e-08,0.148517,0.141421,2
2003081018,295.14,9.98843e-08,0.148517,0.1412,4
2003081100,290772,2.50933e-06,0.148406,0.1412,0
2003081106,292613,3.9506e-06,0.148736,0.14109,3
2003081112,302428,9.98843e-08,0.148402,0.14109,15
2003081118,295255,9.98843e-08,0.148291,0.14109,36
2003081200,291084,1.42353e-06,0.148291,0.140977,1
2003081206,292531,6.61214e-06,0.148736,0.140977,0
2003081212,301648,9.98843e-08,0.148401,0.140977,0
2003081218,295056,2.8394e-06,0.14851,0.140756,15
2003081300,290509,9.98843e-08,0.148398,0.140756,0
2003081306,292342,1.65088e-06,0.148288,0.140534,0
2003081312,302341,9.98843e-08,0.148067,0.140312,7
2003081318,295543,1.53016e-06,0.148177,0.140202,2
2003081400,290.45,9.98843e-08,0.148066,0.140312,1
2003081406,292081,6.55649e-07,0.148066,0.140423,1
2003081412,302105,9.98843e-08,0.147622,0.139977,0
2003081418,293925,3.19927e-07,0.147512,0.139977,48
2003081500,289877,9.98843e-08,0.14729,0.13998,0
2003081506,292989,9.98843e-08,0.14729,0.13987,0
2003081512,304138,2.39931e-06,0.1474,0.139646,7
2003081518,294254,8.24757e-06,0.147619,0.139646,0
2003081600,290505,2.78359e-05,0.149291,0.139646,9
2003081606,292934,1.58439e-05,0.1504,0.139646,1
2003081612,304456,1.16597e-05,0.150845,0.139202,3
2003081618,294278,9.98843e-08,0.150734,0.139202,109
2003081700,290777,6.05118e-06,0.150953,0.139202,0
2003081706,295992,1.64018e-06,0.150842,0.139092,0
2003081712,305872,9.98843e-08,0.150621,0.139092,4
2003081718,294717,5.39969e-07,0.150398,0.13898,6
2003081800,292129,7.24591e-06,0.150734,0.13898,5
2003081806,293748,1.28107e-05,0.151625,0.13898,9
2003081812,301936,1.99412e-05,0.152861,0.138648,3
2003081818,294949,2.04554e-05,0.154991,0.138648,11
2003081900,289907,5.01972e-06,0.155444,0.138648,0
2003081906,291185,7.43034e-06,0.155888,0.138648,0
2003081912,299933,9.98843e-08,0.155666,0.138648,0
2003081918,293317,9.98843e-08,0.155332,0.138427,6
2003082000,288663,9.98843e-08,0.155332,0.138427,0
2003082006,290872,6.51122e-07,0.155329,0.138539,0
2003082012,300.11,9.98843e-08,0.154886,0.138315,8
2003082018,291942,9.98843e-08,0.154775,0.138315,8
2003082100,288063,1.66006e-06,0.154886,0.138203,1
2003082106,290.83,8.31185e-06,0.155331,0.138315,0
2003082112,301293,9.98843e-08,0.154775,0.138203,0
2003082118,293262,9.98843e-08,0.154664,0.138092,53
2003082200,289419,9.98843e-08,0.154552,0.138204,0
2003082206,292155,4.21018e-06,0.154663,0.138204,0
2003082212,301856,9.5102e-06,0.155224,0.138204,24
2003082218,294241,1.29651e-05,0.155786,0.138094,9
2003082300,289173,9.98843e-08,0.155451,0.138204,2
2003082306,292002,1.21319e-06,0.155339,0.138204,1
2003082312,302585,9.98843e-08,0.155117,0.137983,2
2003082318,294174,9.98843e-08,0.154894,0.137983,15
2003082400,289239,9.98843e-08,0.154781,0.137983,0
2003082406,292036,1.65452e-06,0.154893,0.137983,0
2003082412,303434,1.44583e-06,0.15456,0.137871,4
2003082418,294883,1.44583e-06,0.15445,0.137871,0
2003082500,290386,3.21058e-07,0.154226,0.137647,10
2003082506,294023,2.76027e-06,0.154226,0.137647,2
2003082512,306271,9.98843e-08,0.154114,0.137647,12
2003082518,296278,9.98843e-08,0.153669,0.137647,76
2003082600,292778,9.98843e-08,0.153448,0.137647,5
2003082606,294758,2.12046e-07,0.153336,0.137647,0
2003082612,304596,9.98843e-08,0.153112,0.137314,1
2003082618,297246,9.98843e-08,0.152778,0.137314,7
2003082700,293441,1.42014e-06,0.152776,0.137203,0
2003082706,294841,3.7207e-06,0.152994,0.137203,0
2003082712,301698,1.42014e-06,0.152771,0.137203,8
2003082718,296261,5.36986e-06,0.15299,0.137203,16
2003082800,292434,7.60011e-07,0.152877,0.137203,0
2003082806,294232,8.48808e-06,0.15343,0.137091,0
2003082812,301885,2.72938e-06,0.153318,0.136979,0
2003082818,294679,2.87026e-05,0.155188,0.136979,9
2003082900,291.05,1.79631e-05,0.157719,0.136979,0
2003082906,294418,1.67117e-05,0.159158,0.136979,0
2003082912,304395,2.28741e-05,0.160366,0.137089,0
2003082918,295308,6.33679e-05,0.165874,0.136866,1
2003083000,291321,4.35345e-05,0.170859,0.136977,0
2003083006,292744,3.09673e-05,0.173736,0.136977,0
2003083012,300539,3.72517e-05,0.175838,0.136977,0
2003083018,294126,4.2639e-05,0.178158,0.136865,2
2003083100,290889,8.65999e-06,0.178708,0.137087,0
2003083106,292911,1.20236e-06,0.178488,0.137197,0
2003083112,301992,2.11037e-07,0.177824,0.136975,1
2003083118,294766,9.98843e-08,0.177271,0.136753,0
2003090100,291217,3.23199e-07,0.17705,0.136974,0
2003090106,294178,1.32761e-06,0.176829,0.136974,0
2003090112,305461,9.98843e-08,0.176276,0.136863,1
2003090118,296605,9.98843e-08,0.175834,0.136863,103
2003090200,292225,9.98843e-08,0.175614,0.136863,0
2003090206,294515,8.76577e-07,0.175394,0.136751,0
2003090212,304477,9.98843e-08,0.174616,0.13664,5
2003090218,296826,5.69992e-06,0.174502,0.13664,8
2003090300,292056,6.15668e-06,0.174722,0.13664,0
2003090306,294171,1.40311e-05,0.175607,0.13664,0
2003090312,300318,3.24418e-05,0.176922,0.13664,0
2003090318,293.94,6.87317e-05,0.184512,0.136747,2
2003090400,289887,8.01868e-06,0.185063,0.13686,1
2003090406,291745,9.70525e-06,0.185506,0.136747,0
2003090412,300099,9.98843e-08,0.18473,0.136635,0
2003090418,293946,9.98843e-08,0.184068,0.136635,5
2003090500,289.34,6.51708e-06,0.184402,0.136747,0
2003090506,291782,8.39236e-06,0.184516,0.136857,0
2003090512,301922,9.98843e-08,0.183631,0.136745,16
2003090518,295119,9.98843e-08,0.183078,0.136634,41
2003090600,290284,1.21948e-06,0.18297,0.136856,20
2003090606,291781,7.52947e-06,0.183081,0.136856,0
2003090612,301275,9.98843e-08,0.182307,0.136744,0
2003090618,294299,9.98843e-08,0.181645,0.136633,115
2003090700,289394,1.09888e-06,0.181534,0.136744,0
2003090706,292082,4.88541e-06,0.181648,0.136743,2
2003090712,301685,9.98843e-08,0.180875,0.13652,15
2003090718,294.4,1.20211e-05,0.181317,0.13652,11
2003090800,289973,2.4137e-06,0.181317,0.136631,1
2003090806,292708,5.19055e-06,0.181095,0.136853,0
2003090812,301765,8.73428e-07,0.18054,0.136741,6
2003090818,295182,2.09905e-07,0.180099,0.13663,115
2003090900,290989,3.83977e-06,0.180099,0.136741,0
2003090906,293867,2.86702e-06,0.179987,0.136851,0
2003090912,303352,2.09905e-07,0.179213,0.13674,6
2003090918,295906,9.98843e-08,0.178881,0.13674,8
2003091000,291006,9.98843e-08,0.178771,0.13674,8
2003091006,294191,1.53985e-06,0.178661,0.136961,7
2003091012,304929,9.98843e-08,0.177773,0.13685,16
2003091018,295739,9.98843e-08,0.17744,0.136738,105
2003091100,292527,9.98843e-08,0.17711,0.136848,3
2003091106,295652,1.44078e-06,0.177001,0.136736,0
2003091112,307.05,9.98843e-08,0.176447,0.136626,17
2003091118,298377,9.98843e-08,0.175893,0.136514,27
2003091200,294305,3.49952e-06,0.175892,0.136626,4
2003091206,295749,3.62053e-06,0.175892,0.136625,1
2003091212,302978,9.98843e-08,0.175115,0.136402,16
2003091218,296.31,9.98843e-08,0.174784,0.136512,38
2003091300,291327,2.39931e-06,0.174783,0.1364,6
2003091306,294415,3.07159e-06,0.175003,0.1364,0
2003091312,304.01,9.98843e-08,0.17445,0.1364,0
2003091318,296288,9.98843e-08,0.173895,0.1364,215
2003091400,292086,1.25212e-05,0.174555,0.13651,0
2003091406,295258,4.5007e-06,0.174664,0.13662,0
2003091412,305478,1.93534e-05,0.175429,0.13662,21
2003091418,296621,4.77387e-05,0.179717,0.136287,159
2003091500,292024,4.17064e-06,0.179494,0.136397,3
2003091506,294.01,5.47455e-06,0.179494,0.136617,2
2003091512,301.84,1.7142e-05,0.180041,0.136617,3
2003091518,295482,9.98843e-08,0.179489,0.136617,39
2003091600,291209,1.75133e-06,0.179156,0.136617,0
2003091606,294384,1.97137e-06,0.179046,0.136727,0
2003091612,304.43,6.4999e-07,0.178605,0.136837,29
2003091618,295862,9.98843e-08,0.177942,0.136837,22
2003091700,291916,9.85712e-07,0.177832,0.136837,14
2003091706,295171,1.13288e-05,0.178383,0.136947,1
2003091712,304404,2.72938e-06,0.177831,0.136837,3
2003091718,296918,1.61465e-05,0.178267,0.136837,454
2003091800,292597,6.53385e-07,0.178047,0.137057,0
2003091806,295.8,2.50933e-06,0.178047,0.137167,0
2003091812,303091,1.78022e-05,0.178594,0.136833,7
2003091818,296457,1.59428e-05,0.179143,0.136833,0
2003091900,292603,2.62275e-06,0.178811,0.136943,1
2003091906,295003,1.01264e-05,0.179142,0.137163,3
2003091912,303359,9.98843e-08,0.178479,0.137053,7
2003091918,296707,9.98843e-08,0.177928,0.137053,33
2003092000,291438,1.65703e-06,0.177707,0.137163,1
2003092006,294775,4.31247e-06,0.177931,0.137274,0
2003092012,304559,9.98843e-08,0.177379,0.137163,10
2003092018,296986,9.98843e-08,0.17694,0.137273,105
2003092100,291775,6.59685e-07,0.176719,0.137496,8
2003092106,295291,1.99441e-06,0.176721,0.137496,5
2003092112,304351,9.98843e-08,0.176058,0.137608,31
2003092118,297117,9.98843e-08,0.175616,0.137608,137
2003092200,292062,6.54517e-07,0.175395,0.137719,38
2003092206,295.36,3.20262e-06,0.175731,0.13805,0
2003092212,304629,9.98843e-08,0.175067,0.13805,5
2003092218,296564,9.98843e-08,0.174625,0.137828,34
2003092300,291528,9.98843e-08,0.174405,0.13794,0
2003092306,294.87,1.99239e-06,0.174406,0.13816,5
2003092312,306385,9.98843e-08,0.173742,0.137827,52
2003092318,296708,9.98843e-08,0.173742,0.137827,278
2003092400,291649,9.98843e-08,0.173634,0.138049,83
2003092406,296011,2.12046e-07,0.173524,0.138271,18
2003092412,309079,9.98843e-08,0.172861,0.138271,8
2003092418,295663,9.98843e-08,0.17264,0.138384,1283
2003092500,292172,9.98843e-08,0.17253,0.138384,18
2003092506,297961,9.98843e-08,0.17253,0.138494,5
2003092512,310857,9.98843e-08,0.171755,0.13827,139
2003092518,299.61,9.98843e-08,0.171312,0.13816,165
2003092600,294963,9.98843e-08,0.171202,0.138492,188
2003092606,298019,2.12046e-07,0.171096,0.138715,106
2003092612,309762,9.98843e-08,0.170653,0.138605,67
2003092618,299362,9.98843e-08,0.170432,0.138716,981
2003092700,294098,9.98843e-08,0.170212,0.138827,47
2003092706,297797,9.98843e-08,0.170212,0.138937,4
2003092712,309183,9.98843e-08,0.169658,0.138604,108
2003092718,298575,9.98843e-08,0.169438,0.138604,305
2003092800,295719,9.98843e-08,0.16944,0.138938,70
2003092806,298846,9.98843e-08,0.16944,0.13916,64
2003092812,308175,9.98843e-08,0.168997,0.139159,66
2003092818,299417,9.98843e-08,0.168888,0.13927,148
2003092900,296525,9.98843e-08,0.168888,0.13938,0
2003092906,300075,9.98843e-08,0.168778,0.13949,0
2003092912,305.61,9.98843e-08,0.168556,0.139603,1
2003092918,298916,3.57687e-06,0.168561,0.139713,8
2003093000,295257,9.98843e-08,0.168561,0.140047,0
2003093006,297515,2.4972e-05,0.170212,0.140047,0
2003093012,302609,7.50972e-05,0.175173,0.140267,3
2003093018,295662,0.000147494,0.196326,0.140491,0
2003100100,292242,3.61502e-05,0.199659,0.140601,2
2003100106,294.89,7.46851e-06,0.199331,0.140934,0
2003100112,297728,0.00017738,0.21514,0.141154,0
2003100118,293499,"0,08124",0.223869,0.141484,9
2003100200,291521,1.08847e-05,0.221229,0.141928,0
2003100206,294368,7.7863e-06,0.21848,0.14237,0
2003100212,301.03,2.58461e-05,0.214736,0.14248,8
