YYYYMMDDHH prate
2003122818 6.31579e-05
2003122900 9.98843e-08
2003122906 2.88157e-05
2003122912 0.000137767
2003122918 0.00012093
2003123000 8.17963e-05
2003123006 3.30548e-06
2003123012 0.000134678
2003123018 8.2023e-05
2003123100 5.6111e-06
2003123106 8.82379e-06
2003123112 0.000124675
2003123118 3.95121e-05
2004010100 9.98843e-08
2004010106 1.2212e-05
2004010112 8.01487e-05
2004010118 7.43328e-05
2004010200 5.92185e-05
2004010206 4.88604e-05
2004010212 0.000287895
2004010218 0.00015969
2004010300 8.30176e-05
2004010306 3.29968e-05
2004010312 0.000355511
2004010318 0.000110681
2004010400 5.19848e-05
2004010406 2.24459e-05
2004010412 0.000273777
2004010418 0.000191852
2004010500 4.0301e-05
2004010506 2.10824e-05
2004010512 0.000249
2004010518 0.000133869
2004010600 2.45469e-05
2004010606 1.01291e-05
2004010612 0.000234704
2004010618 0.000110262
2004010700 9.98843e-08
2004010706 1.2434e-05
2004010712 0.000123893
2004010718 6.48167e-05
2004010800 9.98843e-08
2004010806 2.50933e-06
2004010812 0.000121214
2004010818 0.000128597
2004010900 2.61935e-06
2004010906 8.72015e-06
2004010912 9.20297e-05
2004010918 9.23169e-05
2004011000 2.66708e-05
2004011006 3.0706e-05
2004011012 0.000183623
2004011018 0.000156534
2004011100 2.11778e-05
2004011106 1.77654e-05
2004011112 0.00022879
2004011118 0.000168412
2004011200 0.000118954
2004011206 5.70376e-05
2004011212 0.000325675
2004011218 0.000210005
2004011300 8.7046e-05
2004011306 0.000122635
2004011312 0.000281821
2004011318 0.000144149
2004011400 8.29706e-05
2004011406 2.33104e-05
2004011412 0.000247525
2004011418 0.000240195
2004011500 6.1205e-05
2004011506 3.7037e-05
2004011512 0.00027007
2004011518 0.000106476
2004011600 1.94473e-05
2004011606 8.23832e-05
2004011612 0.000332796
2004011618 0.000155232
2004011700 0.000118838
2004011706 0.000158481
2004011712 0.00035724
2004011718 0.000227621
2004011800 0.000143427
2004011806 0.000105674
2004011812 0.000103562
2004011818 6.84619e-05
2004011900 8.59036e-06
2004011906 1.7903e-05
2004011912 4.68245e-05
2004011918 3.58747e-05
2004012000 9.63359e-06
2004012006 3.8012e-06
2004012012 3.34117e-05
2004012018 3.86006e-05
2004012100 5.4143e-06
2004012106 2.92981e-05
2004012112 0.000297187
2004012118 0.000164244
2004012200 6.38296e-05
2004012206 7.20302e-05
2004012212 0.000324901
2004012218 0.000175058
2004012300 6.76141e-05
2004012306 9.04824e-05
2004012312 0.000247909
2004012318 0.000217382
2004012400 9.60231e-05
2004012406 1.42942e-05
2004012412 0.000204711
2004012418 0.000164135
2004012500 5.2209e-05
2004012506 7.63863e-05
2004012512 0.000137569
2004012518 0.000129018
2004012600 4.17979e-05
2004012606 1.40272e-05
2004012612 2.22654e-05
2004012618 3.78724e-05
2004012700 5.87064e-06
2004012706 1.82124e-05
2004012712 0.000125351
2004012718 7.20881e-05
2004012800 1.39843e-05
2004012806 3.56057e-05
2004012812 3.65736e-05
2004012818 7.57088e-05
2004012900 3.3704e-05
2004012906 2.34884e-05
2004012912 0.000107657
2004012918 6.45176e-05
2004013000 4.00039e-05
2004013006 4.3688e-05
2004013012 0.000235653
2004013018 9.97299e-05
2004013100 9.98843e-08
2004013106 6.19831e-06
2004013112 0.000180678
2004013118 0.000107528
2004020100 9.98843e-08
2004020106 3.07611e-06
2004020112 0.000171388
2004020118 7.42045e-05
2004020200 9.98843e-08
2004020206 5.86056e-06
2004020212 0.000245615
2004020218 8.0446e-05
2004020300 2.66838e-06
2004020306 1.68007e-05
2004020312 0.000120387
2004020318 9.04872e-05
2004020400 1.52911e-05
2004020406 2.63163e-05
2004020412 0.000115481
2004020418 9.03979e-05
2004020500 6.25753e-06
2004020506 1.76773e-05
2004020512 2.47416e-05
2004020518 2.58273e-05
2004020600 3.07741e-05
2004020606 5.24103e-05
2004020612 7.92528e-05
2004020618 0.000117836
2004020700 3.17512e-06
2004020706 4.66536e-05
2004020712 0.000234495
2004020718 7.85033e-05
2004020800 5.14904e-05
2004020806 6.36648e-05
2004020812 0.000321581
2004020818 0.000178825
2004020900 3.19864e-05
2004020906 0.00012303
2004020912 0.000371586
2004020918 0.000293885
2004021000 5.68345e-05
2004021006 5.50821e-05
2004021012 0.000137854
2004021018 0.000204711
2004021100 3.33005e-05
2004021106 2.74376e-06
2004021112 7.46118e-05
2004021118 0.000143516
2004021200 2.17927e-06
2004021206 5.42232e-07
2004021212 0.000105489
2004021218 7.96005e-05
2004021300 2.84506e-06
2004021306 5.54183e-06
2004021312 0.000185959
2004021318 7.68852e-05
2004021400 9.98843e-08
2004021406 1.20236e-06
2004021412 4.73672e-05
2004021418 2.32896e-05
2004021500 3.24208e-07
2004021506 1.9992e-05
2004021512 0.000130943
2004021518 6.43305e-05
2004021600 1.79912e-05
2004021606 3.85989e-05
2004021612 0.000170055
2004021618 0.000210503
2004021700 4.83024e-05
2004021706 4.01968e-05
2004021712 0.000279414
2004021718 0.00011867
2004021800 1.09007e-06
2004021806 2.31113e-06
2004021812 0.000286435
2004021818 0.000126507
2004021900 9.88616e-07
2004021906 1.20765e-06
2004021912 0.000199537
2004021918 0.000114491
2004022000 6.69798e-06
2004022006 2.13993e-05
2004022012 0.000207071
2004022018 8.43111e-05
2004022100 2.26656e-05
2004022106 1.21373e-05
2004022112 0.00010174
2004022118 4.71721e-05
2004022200 4.09231e-06
2004022206 1.78752e-05
2004022212 3.34161e-05
2004022218 2.01728e-05
2004022300 1.75473e-06
2004022306 2.17016e-05
2004022312 0.000131937
2004022318 9.00549e-05
2004022400 4.0052e-05
2004022406 2.89118e-05
2004022412 0.000325668
2004022418 9.4716e-05
2004022500 1.87558e-06
2004022506 9.55148e-06
2004022512 0.000252371
2004022518 1.47518e-05
2004022600 9.98843e-08
2004022606 3.65215e-06
2004022612 0.000169691
2004022618 8.62235e-05
2004022700 9.98843e-08
2004022706 1.21319e-06
2004022712 9.1789e-05
2004022718 0.000138391
2004022800 9.98843e-08
2004022806 9.49053e-06
2004022812 0.000404531
2004022818 2.80607e-05
2004022900 4.658e-06
2004022906 2.35769e-05
2004022912 0.000351671
2004022918 5.97629e-05
2004030100 9.98843e-08
2004030106 1.01634e-05
2004030112 0.000256022
2004030118 0.000109292
2004030200 1.64232e-06
2004030206 9.38209e-06
2004030212 0.000295711
2004030218 8.7444e-05
2004030300 9.98843e-08
2004030306 6.53646e-06
2004030312 0.000224742
2004030318 0.00010839
2004030400 3.88812e-05
2004030406 1.55415e-05
2004030412 0.000199356
2004030418 0.000148254
2004030500 7.71335e-06
2004030506 2.09905e-07
2004030512 9.05109e-05
2004030518 9.53235e-05
2004030600 9.98843e-08
2004030606 5.45382e-07
2004030612 2.32935e-05
2004030618 3.05308e-05
2004030700 2.00185e-05
2004030706 2.99001e-06
2004030712 3.54399e-05
2004030718 3.2435e-05
2004030800 1.9184e-05
2004030806 5.45382e-07
2004030812 2.20664e-05
2004030818 7.62572e-06
2004030900 5.95731e-06
2004030906 5.44496e-07
2004030912 5.39969e-07
2004030918 4.7342e-06
2004031000 2.75734e-06
2004031006 5.43364e-07
2004031012 3.00272e-06
2004031018 8.69566e-06
2004031100 4.69421e-06
2004031106 9.98843e-08
2004031112 6.60693e-07
2004031118 2.51429e-05
2004031200 3.61686e-05
2004031206 1.89357e-05
2004031212 2.29294e-05
2004031218 4.68076e-05
2004031300 2.60111e-05
2004031306 2.97757e-05
2004031312 0.000107226
2004031318 7.36365e-05
2004031400 1.68416e-05
2004031406 8.13621e-06
2004031412 9.23904e-05
2004031418 9.22537e-05
2004031500 1.62068e-05
2004031506 3.90064e-06
2004031512 0.000233682
2004031518 0.000199116
2004031600 2.01592e-05
2004031606 7.20702e-05
2004031612 0.000298549
2004031618 0.000187495
2004031700 1.10917e-05
2004031706 2.09464e-05
2004031712 0.000144353
2004031718 0.000197474
2004031800 9.98843e-08
2004031806 2.33204e-05
2004031812 0.000273071
2004031818 0.000174156
2004031900 9.62582e-06
2004031906 4.46484e-06
2004031912 0.000221122
2004031918 0.000157133
2004032000 1.20389e-05
2004032006 3.96389e-06
2004032012 0.000214568
2004032018 0.000175133
2004032100 4.02927e-05
2004032106 7.12921e-05
2004032112 0.000189239
2004032118 0.000173377
2004032200 3.24151e-05
2004032206 3.61859e-05
2004032212 0.000293216
2004032218 0.000209716
2004032300 2.58467e-05
2004032306 2.46715e-05
2004032312 0.000325936
2004032318 0.000241291
2004032400 8.21307e-05
2004032406 5.47779e-05
2004032412 0.000241204
2004032418 0.000146997
2004032500 8.00524e-06
2004032506 1.38188e-05
2004032512 0.000209025
2004032518 0.000101317
2004032600 2.41023e-05
2004032606 1.85659e-05
2004032612 0.000126966
2004032618 7.96851e-05
2004032700 9.98843e-08
2004032706 9.98843e-08
2004032712 2.85169e-05
2004032718 4.00628e-05
2004032800 3.19927e-07
2004032806 9.98843e-08
2004032812 1.68343e-05
2004032818 7.62428e-06
2004032900 9.98843e-08
2004032906 9.98843e-08
2004032912 2.12703e-05
2004032918 1.67506e-05
2004033000 1.09913e-06
2004033006 1.0946e-06
2004033012 0.000105953
2004033018 3.46811e-05
2004033100 2.17927e-06
2004033106 5.50108e-06
2004033112 0.000162801
2004033118 3.73652e-05
2004040100 1.83372e-05
2004040106 7.93656e-06
2004040112 7.09423e-05
2004040118 5.69138e-05
2004040200 7.48332e-06
2004040206 2.10544e-06
2004040212 7.20139e-05
2004040218 9.29988e-05
2004040300 4.29948e-07
2004040306 1.44381e-06
2004040312 8.98405e-05
2004040318 7.70188e-05
2004040400 9.98843e-08
2004040406 6.4999e-07
2004040412 5.58001e-05
2004040418 4.46168e-05
2004040500 2.39931e-06
2004040506 6.4999e-07
2004040512 4.83493e-05
2004040518 2.78239e-05
2004040600 2.50933e-06
2004040606 4.3637e-07
2004040612 6.17826e-05
2004040618 7.1793e-05
2004040700 3.48692e-05
2004040706 9.98843e-08
2004040712 9.43963e-05
2004040718 5.89068e-05
2004040800 3.17144e-05
2004040806 1.79074e-05
2004040812 0.000107679
2004040818 0.000173652
2004040900 2.80474e-05
2004040906 2.11037e-07
2004040912 0.000219594
2004040918 0.000142623
2004041000 2.98044e-06
2004041006 3.22067e-07
2004041012 9.26628e-05
2004041018 4.90969e-05
2004041100 3.42095e-05
2004041106 4.3637e-07
2004041112 9.73092e-05
2004041118 6.23259e-05
2004041200 3.9406e-05
2004041206 4.68525e-06
2004041212 0.000146276
2004041218 7.70745e-05
2004041300 9.98843e-08
2004041306 7.61143e-07
2004041312 1.44044e-05
2004041318 3.33116e-05
2004041400 9.98843e-08
2004041406 2.09905e-07
2004041412 1.09121e-06
2004041418 2.17927e-06
2004041500 9.98843e-08
2004041506 9.98843e-08
2004041512 9.98843e-08
2004041518 1.2001e-06
2004041600 3.29047e-06
2004041606 9.98843e-08
2004041612 9.98843e-08
2004041618 9.98843e-08
2004041700 9.98843e-08
2004041706 2.12046e-07
2004041712 9.98843e-08
2004041718 9.98843e-08
2004041800 9.98843e-08
2004041806 9.98843e-08
2004041812 1.18845e-05
2004041818 4.61072e-06
2004041900 9.98843e-08
2004041906 9.98843e-08
2004041912 9.98843e-08
2004041918 9.98843e-08
2004042000 9.98843e-08
2004042006 9.98843e-08
2004042012 9.98843e-08
2004042018 9.98843e-08
2004042100 9.95038e-07
2004042106 9.98843e-08
2004042112 8.85017e-07
2004042118 9.98843e-08
2004042200 9.84581e-07
2004042206 2.7373e-06
2004042212 2.09905e-07
2004042218 7.62152e-07
2004042300 1.63802e-05
2004042306 1.75347e-06
2004042312 5.9189e-06
2004042318 9.98843e-08
2004042400 2.85068e-05
2004042406 1.32963e-06
2004042412 9.98843e-08
2004042418 9.98843e-08
2004042500 9.98843e-08
2004042506 1.64018e-06
2004042512 9.98843e-08
2004042518 3.18045e-06
2004042600 3.40794e-05
2004042606 1.46535e-05
2004042612 2.61935e-06
2004042618 5.05291e-05
2004042700 8.12315e-05
2004042706 5.41144e-05
2004042712 2.04825e-05
2004042718 6.50861e-05
2004042800 2.87238e-06
2004042806 9.85586e-06
2004042812 6.8106e-05
2004042818 1.04901e-05
2004042900 1.88324e-06
2004042906 6.53262e-07
2004042912 9.98843e-08
2004042918 9.98843e-08
2004043000 9.98843e-08
2004043006 4.29948e-07
2004043012 9.98843e-08
2004043018 9.98843e-08
2004050100 9.98843e-08
2004050106 4.3637e-07
2004050112 9.98843e-08
2004050118 9.98843e-08
2004050200 2.12046e-07
2004050206 1.99251e-06
2004050212 7.49747e-06
2004050218 9.98843e-08
2004050300 9.98843e-08
2004050306 5.43364e-07
2004050312 9.98843e-08
2004050318 2.12046e-07
2004050400 3.3363e-06
2004050406 4.2056e-06
2004050412 9.98843e-08
2004050418 1.09007e-06
2004050500 5.42411e-06
2004050506 4.91374e-06
2004050512 9.98843e-08
2004050518 9.98843e-08
2004050600 7.70838e-07
2004050606 2.11037e-07
2004050612 9.98843e-08
2004050618 9.98843e-08
2004050700 3.23199e-07
2004050706 1.32749e-06
2004050712 9.98843e-08
2004050718 9.98843e-08
2004050800 9.98843e-08
2004050806 3.23199e-07
2004050812 9.98843e-08
2004050818 9.98843e-08
2004050900 1.64018e-06
2004050906 9.98843e-08
2004050912 2.09905e-07
2004050918 4.06062e-06
2004051000 1.74525e-05
2004051006 4.51469e-06
2004051012 9.98843e-08
2004051018 3.76451e-06
2004051100 4.94079e-06
2004051106 5.92223e-06
2004051112 4.29948e-07
2004051118 9.98843e-08
2004051200 9.01966e-06
2004051206 9.98843e-08
2004051212 9.98843e-08
2004051218 9.98843e-08
2004051300 9.98843e-08
2004051306 9.98843e-08
2004051312 9.98843e-08
2004051318 9.98843e-08
2004051400 9.98843e-08
2004051406 9.98843e-08
2004051412 3.19927e-07
2004051418 1.08799e-05
2004051500 2.52825e-06
2004051506 9.35066e-06
2004051512 8.89051e-06
2004051518 2.06103e-05
2004051600 1.33276e-05
2004051606 5.09853e-05
2004051612 4.27968e-05
2004051618 7.67653e-05
2004051700 1.03451e-05
2004051706 4.34741e-05
2004051712 0.000106373
2004051718 0.00013087
2004051800 1.20236e-06
2004051806 2.53469e-06
2004051812 7.63629e-05
2004051818 2.0545e-05
2004051900 9.98843e-08
2004051906 1.32006e-06
2004051912 2.04426e-05
2004051918 2.41033e-06
2004052000 2.09905e-07
2004052006 6.52254e-07
2004052012 3.19838e-05
2004052018 2.43168e-05
2004052100 9.98843e-08
2004052106 2.10115e-06
2004052112 3.33097e-05
2004052118 2.71649e-05
2004052200 9.98843e-08
2004052206 2.31012e-06
2004052212 4.65065e-05
2004052218 1.84929e-05
2004052300 3.76027e-06
2004052306 1.21004e-06
2004052312 9.98843e-08
2004052318 9.98843e-08
2004052400 9.98843e-08
2004052406 9.98843e-08
2004052412 9.98843e-08
2004052418 9.98843e-08
2004052500 9.98843e-08
2004052506 2.09905e-07
2004052512 9.98843e-08
2004052518 9.98843e-08
2004052600 2.11037e-07
2004052606 1.1043e-06
2004052612 6.36005e-06
2004052618 1.6801e-05
2004052700 9.98843e-08
2004052706 2.09905e-07
2004052712 9.98843e-08
2004052718 1.74608e-05
2004052800 4.34172e-06
2004052806 1.85633e-05
2004052812 6.34888e-05
2004052818 0.000107813
2004052900 1.85165e-05
2004052906 2.29057e-05
2004052912 3.73305e-05
2004052918 1.89868e-05
2004053000 4.65235e-06
2004053006 5.09166e-06
2004053012 9.98843e-08
2004053018 9.98843e-08
2004053100 2.09905e-07
2004053106 2.6505e-06
2004053112 9.98843e-08
2004053118 9.98843e-08
2004060100 9.98843e-08
2004060106 9.98843e-08
2004060112 9.98843e-08
2004060118 9.98843e-08
2004060200 9.98843e-08
2004060206 9.98843e-08
2004060212 9.98843e-08
2004060218 9.98843e-08
2004060300 9.98843e-08
2004060306 2.09905e-07
2004060312 9.98843e-08
2004060318 9.98843e-08
2004060400 3.62267e-06
2004060406 4.40252e-06
2004060412 3.4107e-05
2004060418 7.92681e-05
2004060500 2.21069e-05
2004060506 1.04256e-05
2004060512 2.09905e-07
2004060518 9.98843e-08
2004060600 9.98843e-08
2004060606 8.72296e-07
2004060612 9.98843e-08
2004060618 6.9417e-06
2004060700 9.98843e-08
2004060706 7.72855e-07
2004060712 9.98843e-08
2004060718 9.98843e-08
2004060800 9.98843e-08
2004060806 2.67658e-06
2004060812 9.98843e-08
2004060818 9.98843e-08
2004060900 7.72855e-07
2004060906 1.89044e-06
2004060912 9.98843e-08
2004060918 1.10026e-06
2004061000 1.43436e-06
2004061006 5.00198e-06
2004061012 9.98843e-08
2004061018 9.98843e-08
2004061100 3.23199e-07
2004061106 6.34364e-06
2004061112 9.98843e-08
2004061118 9.98843e-08
2004061200 4.32088e-07
2004061206 5.18911e-06
2004061212 9.98843e-08
2004061218 9.98843e-08
2004061300 9.98843e-08
2004061306 3.24208e-07
2004061312 9.98843e-08
2004061318 2.09905e-07
2004061400 9.98843e-08
2004061406 2.30483e-06
2004061412 9.98843e-08
2004061418 1.3097e-05
2004061500 1.54261e-06
2004061506 7.08692e-06
2004061512 1.38048e-05
2004061518 1.34444e-05
2004061600 1.44179e-06
2004061606 5.34388e-06
2004061612 4.33343e-07
2004061618 9.98843e-08
2004061700 2.12046e-07
2004061706 1.5527e-06
2004061712 9.98843e-08
2004061718 9.98843e-08
2004061800 9.98843e-08
2004061806 1.44054e-06
2004061812 9.98843e-08
2004061818 9.98843e-08
2004061900 9.98843e-08
2004061906 9.98843e-08
2004061912 9.98843e-08
2004061918 4.29948e-07
2004062000 9.98843e-08
2004062006 9.98843e-08
2004062012 9.98843e-08
2004062018 9.98843e-08
2004062100 8.71164e-07
2004062106 6.36918e-06
2004062112 9.98843e-08
2004062118 3.63938e-06
2004062200 1.04114e-05
2004062206 4.27836e-06
2004062212 9.98843e-08
2004062218 9.98843e-08
2004062300 9.98843e-08
2004062306 3.43789e-06
2004062312 9.98843e-08
2004062318 9.98843e-08
2004062400 9.98843e-08
2004062406 9.98843e-08
2004062412 9.98843e-08
2004062418 9.98843e-08
2004062500 9.98843e-08
2004062506 1.43953e-06
2004062512 9.98843e-08
2004062518 9.98843e-08
2004062600 5.48532e-07
2004062606 1.10934e-06
2004062612 2.12046e-07
2004062618 9.98843e-08
2004062700 2.12046e-07
2004062706 9.95161e-07
2004062712 6.54394e-07
2004062718 3.2219e-07
2004062800 2.67038e-06
2004062806 2.22277e-06
2004062812 9.98843e-08
2004062818 3.23199e-07
2004062900 3.23199e-07
2004062906 2.09905e-07
2004062912 9.98843e-08
2004062918 9.98843e-08
2004063000 1.32559e-06
2004063006 4.00424e-06
2004063012 4.33343e-07
2004063018 2.21126e-05
2004070100 9.98843e-08
2004070106 1.4428e-06
2004070112 4.54598e-06
2004070118 4.24985e-06
2004070200 9.98843e-08
2004070206 1.10203e-06
2004070212 9.98843e-08
2004070218 9.98843e-08
2004070300 2.11037e-07
2004070306 1.10631e-06
2004070312 9.98843e-08
2004070318 9.98843e-08
2004070400 9.98843e-08
2004070406 6.58676e-07
2004070412 9.98843e-08
2004070418 2.12046e-07
2004070500 9.98843e-08
2004070506 2.12046e-07
2004070512 9.98843e-08
2004070518 9.98843e-08
2004070600 9.98843e-08
2004070606 3.24208e-07
2004070612 9.98843e-08
2004070618 9.98843e-08
2004070700 9.98843e-08
2004070706 3.19927e-07
2004070712 9.98843e-08
2004070718 9.98843e-08
2004070800 9.98843e-08
2004070806 4.34229e-07
2004070812 9.98843e-08
2004070818 9.98843e-08
2004070900 9.98843e-08
2004070906 9.98843e-08
2004070912 9.98843e-08
2004070918 9.98843e-08
2004071000 9.98843e-08
2004071006 9.98843e-08
2004071012 9.98843e-08
2004071018 9.98843e-08
2004071100 9.98843e-08
2004071106 9.98843e-08
2004071112 5.39969e-07
2004071118 4.87038e-06
2004071200 1.50966e-05
2004071206 8.35401e-06
2004071212 9.63305e-06
2004071218 2.11674e-05
2004071300 4.06397e-06
2004071306 7.59985e-06
2004071312 9.98843e-08
2004071318 1.84921e-06
2004071400 2.08568e-06
2004071406 7.28707e-06
2004071412 2.33189e-06
2004071418 6.41368e-06
2004071500 3.10645e-06
2004071506 3.53923e-06
2004071512 2.11037e-07
2004071518 2.10757e-06
2004071600 7.39457e-06
2004071606 1.65012e-06
2004071612 3.63999e-06
2004071618 1.67015e-06
2004071700 4.43267e-06
2004071706 9.98843e-08
2004071712 9.98843e-08
2004071718 9.98843e-08
2004071800 9.98843e-08
2004071806 9.98843e-08
2004071812 9.98843e-08
2004071818 2.8394e-06
2004071900 9.98843e-08
2004071906 3.2219e-07
2004071912 9.98843e-08
2004071918 9.98843e-08
2004072000 1.10304e-06
2004072006 2.42795e-06
2004072012 9.98843e-08
2004072018 1.51727e-05
2004072100 5.59103e-06
2004072106 7.92318e-06
2004072112 1.1432e-05
2004072118 6.25908e-06
2004072200 9.98843e-08
2004072206 2.09905e-07
2004072212 9.98843e-08
2004072218 9.98843e-08
2004072300 9.98843e-08
2004072306 2.09905e-07
2004072312 9.98843e-08
2004072318 9.98843e-08
2004072400 9.98843e-08
2004072406 8.75691e-07
2004072412 9.98843e-08
2004072418 9.98843e-08
2004072500 9.98843e-08
2004072506 9.98843e-08
2004072512 9.98843e-08
2004072518 9.98843e-08
2004072600 9.98843e-08
2004072606 2.08479e-06
2004072612 9.98843e-08
2004072618 9.98843e-08
2004072700 2.09905e-07
2004072706 3.94628e-06
2004072712 9.98843e-08
2004072718 3.19927e-07
2004072800 9.98843e-08
2004072806 3.64069e-06
2004072812 9.98843e-08
2004072818 9.98843e-08
2004072900 3.06057e-06
2004072906 6.60036e-06
2004072912 9.98843e-08
2004072918 9.98843e-08
2004073000 1.86588e-06
2004073006 5.20952e-06
2004073012 9.98843e-08
2004073018 9.98843e-08
2004073100 5.41101e-07
2004073106 5.45505e-07
2004073112 9.98843e-08
2004073118 9.98843e-08
2004080100 0.0
2004080106 0.0
2004080112 0.0
2004080118 0.0
2004080200 0.0
2004080206 0.0
2004080212 0.0
2004080218 0.0
2004080300 0.0
2004080306 0.0
2004080312 0.0
2004080318 0.0
2004080400 1.11127e-07
2004080406 2.45223e-06
2004080412 0.0
2004080418 1.34592e-06
2004080500 0.0
2004080506 0.0
2004080512 0.0
2004080518 0.0
2004080600 0.0
2004080606 0.0
2004080612 0.0
2004080618 0.0
2004080700 0.0
2004080706 1.12136e-07
2004080712 0.0
2004080718 0.0
2004080800 0.0
2004080806 0.0
2004080812 0.0
2004080818 0.0
2004080900 0.0
2004080906 0.0
2004080912 0.0
2004080918 0.0
2004081000 0.0
2004081006 2.97952e-06
2004081012 0.0
2004081018 0.0
2004081100 0.0
2004081106 0.0
2004081112 0.0
2004081118 0.0
2004081200 0.0
2004081206 0.0
2004081212 0.0
2004081218 0.0
2004081300 0.0
2004081306 1.10353e-06
2004081312 0.0
2004081318 0.0
2004081400 0.0
2004081406 1.22866e-06
2004081412 0.0
2004081418 2.20017e-07
2004081500 0.0
2004081506 1.76703e-06
2004081512 0.0
2004081518 0.0
2004081600 0.0
2004081606 0.0
2004081612 0.0
2004081618 0.0
2004081700 0.0
2004081706 0.0
2004081712 0.0
2004081718 0.0
2004081800 0.0
2004081806 4.43428e-07
2004081812 0.0
2004081818 0.0
2004081900 0.0
2004081906 0.0
2004081912 0.0
2004081918 0.0
2004082000 0.0
2004082006 4.44411e-07
2004082012 0.0
2004082018 0.0
2004082100 3.34416e-07
2004082106 2.10462e-06
2004082112 0.0
2004082118 0.0
2004082200 1.11127e-07
2004082206 3.65148e-06
2004082212 0.0
2004082218 0.0
2004082300 3.33433e-07
2004082306 2.22249e-06
2004082312 0.0
2004082318 0.0
2004082400 0.0
2004082406 9.96929e-07
2004082412 0.0
2004082418 0.0
2004082500 0.0
2004082506 0.0
2004082512 0.0
2004082518 0.0
2004082600 0.0
2004082606 0.0
2004082612 0.0
2004082618 0.0
2004082700 0.0
2004082706 4.48621e-07
2004082712 0.0
2004082718 0.0
2004082800 0.0
2004082806 0.0
2004082812 0.0
2004082818 0.0
2004082900 0.0
2004082906 0.0
2004082912 0.0
2004082918 0.0
2004083000 0.0
2004083006 0.0
2004083012 0.0
2004083018 0.0
2004083100 0.0
2004083106 2.24298e-07
2004083112 1.94516e-05
2004083118 6.72945e-07
2004090100 1.11127e-07
2004090106 0.0
2004090112 0.0
2004090118 0.0
2004090200 0.0
2004090206 1.23375e-06
2004090212 0.0
2004090218 0.0
2004090300 0.0
2004090306 0.0
2004090312 0.0
2004090318 0.0
2004090400 0.0
2004090406 0.0
2004090412 0.0
2004090418 0.0
2004090500 0.0
2004090506 1.09995e-07
2004090512 0.0
2004090518 0.0
2004090600 0.0
2004090606 9.92402e-07
2004090612 0.0
2004090618 0.0
2004090700 0.0
2004090706 1.11551e-06
2004090712 0.0
2004090718 0.0
2004090800 0.0
2004090806 6.67726e-07
2004090812 0.0
2004090818 0.0
2004090900 9.9127e-07
2004090906 2.87614e-06
2004090912 0.0
2004090918 0.0
2004091000 0.0
2004091006 6.63445e-07
2004091012 0.0
2004091018 0.0
2004091100 6.62339e-07
2004091106 1.3247e-06
2004091112 0.0
2004091118 0.0
2004091200 0.0
2004091206 3.33433e-07
2004091212 0.0
2004091218 0.0
2004091300 0.0
2004091306 0.0
2004091312 0.0
2004091318 0.0
2004091400 1.09995e-07
2004091406 2.20812e-06
2004091412 0.0
2004091418 0.0
2004091500 0.0
2004091506 1.55328e-06
2004091512 0.0
2004091518 0.0
2004091600 0.0
2004091606 5.55739e-07
2004091612 0.0
2004091618 0.0
2004091700 0.0
2004091706 5.55739e-07
2004091712 0.0
2004091718 0.0
2004091800 7.7236e-07
2004091806 4.53077e-06
2004091812 0.0
2004091818 0.0
2004091900 0.0
2004091906 0.0
2004091912 0.0
2004091918 0.0
2004092000 0.0
2004092006 0.0
2004092012 0.0
2004092018 0.0
2004092100 0.0
2004092106 1.09995e-07
2004092112 0.0
2004092118 4.30096e-06
2004092200 4.08869e-06
2004092206 3.31702e-06
2004092212 0.0
2004092218 0.0
2004092300 9.9656e-07
2004092306 3.53681e-06
2004092312 0.0
2004092318 0.0
2004092400 0.0
2004092406 2.21922e-06
2004092412 0.0
2004092418 0.0
2004092500 0.0
2004092506 1.22037e-06
2004092512 0.0
2004092518 0.0
2004092600 1.12136e-07
2004092606 6.72945e-07
2004092612 0.0
2004092618 0.0
2004092700 3.35425e-07
2004092706 1.22349e-06
2004092712 0.0
2004092718 0.0
2004092800 0.0
2004092806 0.0
2004092812 0.0
2004092818 0.0
2004092900 0.0
2004092906 9.90164e-07
2004092912 0.0
2004092918 0.0
2004093000 0.0
2004093006 1.12136e-07
2004093012 0.0
2004093018 0.0
2004100100 8.80143e-07
2004100106 1.65027e-06
2004100112 0.0
2004100118 0.0
2004100200 1.09995e-07
2004100206 2.09035e-06
2004100212 0.0
2004100218 0.0
2004100300 0.0
2004100306 0.0
2004100312 0.0
2004100318 0.0
2004100400 0.0
2004100406 0.0
2004100412 0.0
2004100418 0.0
2004100500 1.09995e-07
2004100506 9.2537e-06
2004100512 5.28094e-06
2004100518 6.60101e-07
2004100600 4.19207e-06
2004100606 3.72196e-05
2004100612 5.61103e-05
2004100618 8.94298e-05
2004100700 9.16769e-05
2004100706 0.000100891
2004100712 9.93408e-05
2004100718 0.000127787
2004100800 5.52446e-05
2004100806 3.08613e-05
2004100812 9.26091e-05
2004100818 9.51769e-05
2004100900 5.5979e-06
2004100906 1.97104e-05
2004100912 1.70879e-05
2004100918 3.4106e-06
2004101000 5.876e-06
2004101006 2.31718e-06
2004101012 6.60101e-07
2004101018 0.0
2004101100 0.0
2004101106 5.5008e-07
2004101112 9.90164e-07
2004101118 0.0
2004101200 0.0
2004101206 0.0
2004101212 0.0
2004101218 0.0
2004101300 0.0
2004101306 0.0
2004101312 0.0
2004101318 0.0
