YYYYMMDDHH soilw10-200cm
2002040100 0.326477
2002040106 0.326255
2002040112 0.324811
2002040118 0.324144
2002040200 0.32359
2002040206 0.323368
2002040212 0.322035
2002040218 0.321702
2002040300 0.321035
2002040306 0.320813
2002040312 0.31948
2002040318 0.319147
2002040400 0.318703
2002040406 0.31837
2002040412 0.317256
2002040418 0.316814
2002040500 0.316481
2002040506 0.316037
2002040512 0.314924
2002040518 0.314701
2002040600 0.314258
2002040606 0.313925
2002040612 0.313146
2002040618 0.312366
2002040700 0.312146
2002040706 0.311923
2002040712 0.311035
2002040718 0.310702
2002040800 0.310368
2002040806 0.310258
2002040812 0.309705
2002040818 0.309483
2002040900 0.309375
2002040906 0.309152
2002040912 0.308598
2002040918 0.308487
2002041000 0.308378
2002041006 0.308047
2002041012 0.307601
2002041018 0.307825
2002041100 0.307827
2002041106 0.307829
2002041112 0.307607
2002041118 0.307499
2002041200 0.307389
2002041206 0.307389
2002041212 0.306946
2002041218 0.306835
2002041300 0.306838
2002041306 0.306948
2002041312 0.306391
2002041318 0.306611
2002041400 0.3065
2002041406 0.306388
2002041412 0.305834
2002041418 0.305057
2002041500 0.305057
2002041506 0.304614
2002041512 0.303725
2002041518 0.303169
2002041600 0.302836
2002041606 0.302394
2002041612 0.301614
2002041618 0.300837
2002041700 0.300393
2002041706 0.300173
2002041712 0.29895
2002041718 0.298283
2002041800 0.29795
2002041806 0.297283
2002041812 0.295952
2002041818 0.295064
2002041900 0.294731
2002041906 0.294287
2002041912 0.293288
2002041918 0.292399
2002042000 0.291845
2002042006 0.291512
2002042012 0.29018
2002042018 0.289514
2002042100 0.288959
2002042106 0.288404
2002042112 0.286849
2002042118 0.286071
2002042200 0.28563
2002042206 0.285297
2002042212 0.283853
2002042218 0.283077
2002042300 0.282744
2002042306 0.282189
2002042312 0.280855
2002042318 0.280191
2002042400 0.279968
2002042406 0.279413
2002042412 0.278304
2002042418 0.277637
2002042500 0.276972
2002042506 0.276749
2002042512 0.27553
2002042518 0.274752
2002042600 0.274309
2002042606 0.273863
2002042612 0.272642
2002042618 0.271865
2002042700 0.271532
2002042706 0.271088
2002042712 0.269756
2002042718 0.268979
2002042800 0.268758
2002042806 0.268202
2002042812 0.266982
2002042818 0.266204
2002042900 0.265427
2002042906 0.265094
2002042912 0.264095
2002042918 0.263316
2002043000 0.262985
2002043006 0.262429
2002043012 0.261318
2002043018 0.260875
2002050100 0.260207
2002050106 0.259654
2002050112 0.258655
2002050118 0.257876
2002050200 0.25732
2002050206 0.256766
2002050212 0.255878
2002050218 0.255099
2002050300 0.254656
2002050306 0.254213
2002050312 0.253213
2002050318 0.252546
2002050400 0.252326
2002050406 0.251879
2002050412 0.250769
2002050418 0.249993
2002050500 0.249436
2002050506 0.249324
2002050512 0.247993
2002050518 0.247547
2002050600 0.247101
2002050606 0.246548
2002050612 0.245659
2002050618 0.244771
2002050700 0.244548
2002050706 0.244214
2002050712 0.242882
2002050718 0.242326
2002050800 0.241993
2002050806 0.241439
2002050812 0.24066
2002050818 0.239772
2002050900 0.23955
2002050906 0.239105
2002050912 0.238105
2002050918 0.237774
2002051000 0.237217
2002051006 0.236774
2002051012 0.235884
2002051018 0.235217
2002051100 0.234663
2002051106 0.234553
2002051112 0.233553
2002051118 0.232886
2002051200 0.232553
2002051206 0.232106
2002051212 0.23122
2002051218 0.230665
2002051300 0.230218
2002051306 0.229997
2002051312 0.229109
2002051318 0.228443
2002051400 0.228109
2002051406 0.227776
2002051412 0.226665
2002051418 0.226221
2002051500 0.225777
2002051506 0.225443
2002051512 0.224445
2002051518 0.223778
2002051600 0.223555
2002051606 0.223112
2002051612 0.222334
2002051618 0.221557
2002051700 0.221224
2002051706 0.221
2002051712 0.219889
2002051718 0.219669
2002051800 0.219113
2002051806 0.218779
2002051812 0.217889
2002051818 0.217223
2002051900 0.217223
2002051906 0.216666
2002051912 0.215778
2002051918 0.215111
2002052000 0.215
2002052006 0.214555
2002052012 0.213778
2002052018 0.213334
2002052100 0.212888
2002052106 0.212779
2002052112 0.212
2002052118 0.211446
2002052200 0.21111
2002052206 0.210778
2002052212 0.209889
2002052218 0.209778
2002052300 0.209222
2002052306 0.209111
2002052312 0.208666
2002052318 0.208445
2002052400 0.208335
2002052406 0.207888
2002052412 0.207335
2002052418 0.20689
2002052500 0.206446
2002052506 0.206223
2002052512 0.205669
2002052518 0.205222
2002052600 0.204781
2002052606 0.204447
2002052612 0.203669
2002052618 0.203335
2002052700 0.203002
2002052706 0.202891
2002052712 0.202114
2002052718 0.20167
2002052800 0.201337
2002052806 0.201114
2002052812 0.200336
2002052818 0.200003
2002052900 0.199671
2002052906 0.199448
2002052912 0.199004
2002052918 0.19856
2002053000 0.198448
2002053006 0.198117
2002053012 0.197229
2002053018 0.197117
2002053100 0.196672
2002053106 0.196562
2002053112 0.195895
2002053118 0.195229
2002060100 0.195118
2002060106 0.194674
2002060112 0.194231
2002060118 0.193898
2002060200 0.193343
2002060206 0.193231
2002060212 0.192453
2002060218 0.192011
2002060300 0.191676
2002060306 0.191566
2002060312 0.1909
2002060318 0.190789
2002060400 0.190344
2002060406 0.190233
2002060412 0.189456
2002060418 0.189012
2002060500 0.18879
2002060506 0.188791
2002060512 0.188123
2002060518 0.187571
2002060600 0.187346
2002060606 0.187235
2002060612 0.18657
2002060618 0.186015
2002060700 0.185903
2002060706 0.185793
2002060712 0.185014
2002060718 0.184683
2002060800 0.18446
2002060806 0.184016
2002060812 0.183573
2002060818 0.183239
2002060900 0.183016
2002060906 0.182796
2002060912 0.182352
2002060918 0.181796
2002061000 0.181797
2002061006 0.181465
2002061012 0.180798
2002061018 0.180575
2002061100 0.180575
2002061106 0.180019
2002061112 0.179578
2002061118 0.179355
2002061200 0.179355
2002061206 0.178912
2002061212 0.178578
2002061218 0.178468
2002061300 0.178022
2002061306 0.177912
2002061312 0.177469
2002061318 0.177024
2002061400 0.176914
2002061406 0.176693
2002061412 0.176247
2002061418 0.175914
2002061500 0.175804
2002061506 0.175583
2002061512 0.175027
2002061518 0.174805
2002061600 0.174583
2002061606 0.17425
2002061612 0.173806
2002061618 0.173475
2002061700 0.173362
2002061706 0.173031
2002061712 0.172696
2002061718 0.172365
2002061800 0.172365
2002061806 0.172255
2002061812 0.171698
2002061818 0.171588
2002061900 0.171476
2002061906 0.171143
2002061912 0.170811
2002061918 0.170368
2002062000 0.170257
2002062006 0.170257
2002062012 0.169813
2002062018 0.16959
2002062100 0.16937
2002062106 0.169258
2002062112 0.169037
2002062118 0.168593
2002062200 0.16837
2002062206 0.16826
2002062212 0.168039
2002062218 0.167594
2002062300 0.167372
2002062306 0.167483
2002062312 0.167039
2002062318 0.166598
2002062400 0.166595
2002062406 0.166374
2002062412 0.165931
2002062418 0.165819
2002062500 0.1656
2002062506 0.165375
2002062512 0.165152
2002062518 0.164821
2002062600 0.164821
2002062606 0.164821
2002062612 0.164044
2002062618 0.163934
2002062700 0.163712
2002062706 0.163712
2002062712 0.163269
2002062718 0.162934
2002062800 0.162823
2002062806 0.162824
2002062812 0.162382
2002062818 0.162049
2002062900 0.161936
2002062906 0.161826
2002062912 0.161605
2002062918 0.161272
2002063000 0.161272
2002063006 0.161162
2002063012 0.160826
2002063018 0.160385
2002070100 0.160385
2002070106 0.160385
2002070112 0.159942
2002070118 0.159718
2002070200 0.159718
2002070206 0.159608
2002070212 0.159164
2002070218 0.159164
2002070300 0.158833
2002070306 0.158609
2002070312 0.158387
2002070318 0.158277
2002070400 0.158167
2002070406 0.157945
2002070412 0.157723
2002070418 0.157501
2002070500 0.157501
2002070506 0.157389
2002070512 0.157056
2002070518 0.156946
2002070600 0.156946
2002070606 0.156613
2002070612 0.156503
2002070618 0.156279
2002070700 0.156169
2002070706 0.156058
2002070712 0.155948
2002070718 0.155838
2002070800 0.155614
2002070806 0.155503
2002070812 0.155059
2002070818 0.154949
2002070900 0.154949
2002070906 0.155061
2002070912 0.154284
2002070918 0.154172
2002071000 0.154172
2002071006 0.154062
2002071012 0.153618
2002071018 0.153507
2002071100 0.153507
2002071106 0.153397
2002071112 0.153175
2002071118 0.15284
2002071200 0.152841
2002071206 0.15273
2002071212 0.152287
2002071218 0.152287
2002071300 0.151954
2002071306 0.151954
2002071312 0.151731
2002071318 0.15151
2002071400 0.15151
2002071406 0.15151
2002071412 0.151287
2002071418 0.151177
2002071500 0.150955
2002071506 0.150955
2002071512 0.150732
2002071518 0.15062
2002071600 0.15051
2002071606 0.1504
2002071612 0.1504
2002071618 0.150289
2002071700 0.149956
2002071706 0.149734
2002071712 0.149511
2002071718 0.1494
2002071800 0.149291
2002071806 0.149292
2002071812 0.148846
2002071818 0.148846
2002071900 0.148624
2002071906 0.148514
2002071912 0.148402
2002071918 0.148402
2002072000 0.14818
2002072006 0.148069
2002072012 0.147849
2002072018 0.147738
2002072100 0.147738
2002072106 0.147516
2002072112 0.147403
2002072118 0.14707
2002072200 0.147182
2002072206 0.147071
2002072212 0.146738
2002072218 0.146738
2002072300 0.146961
2002072306 0.146851
2002072312 0.146516
2002072318 0.146182
2002072400 0.146182
2002072406 0.146294
2002072412 0.145961
2002072418 0.145851
2002072500 0.145739
2002072506 0.145739
2002072512 0.145628
2002072518 0.145408
2002072600 0.145187
2002072606 0.145184
2002072612 0.145074
2002072618 0.144962
2002072700 0.144851
2002072706 0.144851
2002072712 0.144631
2002072718 0.14452
2002072800 0.144631
2002072806 0.144631
2002072812 0.144299
2002072818 0.143743
2002072900 0.143743
2002072906 0.143743
2002072912 0.143631
2002072918 0.143631
2002073000 0.143521
2002073006 0.143523
2002073012 0.143189
2002073018 0.143077
2002073100 0.143077
2002073106 0.143189
2002073112 0.142967
2002073118 0.142854
2002080100 0.142744
2002080106 0.142857
2002080112 0.142633
2002080118 0.142413
2002080200 0.142302
2002080206 0.1423
2002080212 0.14219
2002080218 0.14208
2002080300 0.14208
2002080306 0.14208
2002080312 0.141748
2002080318 0.141638
2002080400 0.141525
2002080406 0.141635
2002080412 0.141192
2002080418 0.141082
2002080500 0.141082
2002080506 0.141082
2002080512 0.140859
2002080518 0.140749
2002080600 0.140749
2002080606 0.140751
2002080612 0.140417
2002080618 0.140305
2002080700 0.140194
2002080706 0.140305
2002080712 0.140082
2002080718 0.139751
2002080800 0.139751
2002080806 0.139751
2002080812 0.139641
2002080818 0.139641
2002080900 0.139641
2002080906 0.139531
2002080912 0.139419
2002080918 0.139307
2002081000 0.139196
2002081006 0.139086
2002081012 0.139086
2002081018 0.138753
2002081100 0.138976
2002081106 0.138864
2002081112 0.138531
2002081118 0.138531
2002081200 0.138643
2002081206 0.138754
2002081212 0.138197
2002081218 0.138087
2002081300 0.137976
2002081306 0.137976
2002081312 0.137976
2002081318 0.137976
2002081400 0.137976
2002081406 0.137976
2002081412 0.137866
2002081418 0.137646
2002081500 0.137646
2002081506 0.137646
2002081512 0.137423
2002081518 0.1372
2002081600 0.137311
2002081606 0.137311
2002081612 0.137088
2002081618 0.136978
2002081700 0.136868
2002081706 0.13698
2002081712 0.136758
2002081718 0.136758
2002081800 0.136868
2002081806 0.136868
2002081812 0.136647
2002081818 0.136647
2002081900 0.136756
2002081906 0.136756
2002081912 0.136646
2002081918 0.136646
2002082000 0.136756
2002082006 0.136535
2002082012 0.136423
2002082018 0.136423
2002082100 0.136423
2002082106 0.136423
2002082112 0.136312
2002082118 0.136202
2002082200 0.136202
2002082206 0.136202
2002082212 0.136202
2002082218 0.136202
2002082300 0.13609
2002082306 0.13609
2002082312 0.13598
2002082318 0.13598
2002082400 0.13598
2002082406 0.13609
2002082412 0.13598
2002082418 0.135868
2002082500 0.135757
2002082506 0.135757
2002082512 0.135757
2002082518 0.135646
2002082600 0.135755
2002082606 0.135755
2002082612 0.135644
2002082618 0.135644
2002082700 0.135755
2002082706 0.135755
2002082712 0.135532
2002082718 0.135422
2002082800 0.135532
2002082806 0.135532
2002082812 0.135422
2002082818 0.135422
2002082900 0.135311
2002082906 0.135421
2002082912 0.135199
2002082918 0.135199
2002083000 0.13531
2002083006 0.13531
2002083012 0.13531
2002083018 0.13531
2002083100 0.13542
2002083106 0.13542
2002083112 0.135307
2002083118 0.135307
2002090100 0.135307
2002090106 0.13542
2002090112 0.134862
2002090118 0.134862
2002090200 0.134862
2002090206 0.134862
2002090212 0.134861
2002090218 0.134861
2002090300 0.134971
2002090306 0.135081
2002090312 0.134971
2002090318 0.134971
2002090400 0.135082
2002090406 0.135082
2002090412 0.134971
2002090418 0.135083
2002090500 0.135193
2002090506 0.135413
2002090512 0.135413
2002090518 0.135413
2002090600 0.135524
2002090606 0.135524
2002090612 0.135413
2002090618 0.135303
2002090700 0.135413
2002090706 0.135744
2002090712 0.135523
2002090718 0.135412
2002090800 0.1353
2002090806 0.1353
2002090812 0.135187
2002090818 0.135298
2002090900 0.135408
2002090906 0.135518
2002090912 0.135518
2002090918 0.135518
2002091000 0.135518
2002091006 0.135738
2002091012 0.135625
2002091018 0.135735
2002091100 0.135735
2002091106 0.135735
2002091112 0.135624
2002091118 0.135624
2002091200 0.135734
2002091206 0.135844
2002091212 0.135844
2002091218 0.135844
2002091300 0.135844
2002091306 0.135844
2002091312 0.135734
2002091318 0.135733
2002091400 0.135843
2002091406 0.135843
2002091412 0.13562
2002091418 0.13562
2002091500 0.13562
2002091506 0.135842
2002091512 0.135508
2002091518 0.135507
2002091600 0.135507
2002091606 0.135507
2002091612 0.135507
2002091618 0.135394
2002091700 0.135505
2002091706 0.135727
2002091712 0.135615
2002091718 0.135393
2002091800 0.135615
2002091806 0.135725
2002091812 0.135616
2002091818 0.135616
2002091900 0.135726
2002091906 0.135946
2002091912 0.135836
2002091918 0.135723
2002092000 0.135836
2002092006 0.136057
2002092012 0.136167
2002092018 0.136167
2002092100 0.136167
2002092106 0.136278
2002092112 0.136388
2002092118 0.136277
2002092200 0.136387
2002092206 0.136497
2002092212 0.136387
2002092218 0.136499
2002092300 0.136499
2002092306 0.136719
2002092312 0.13683
2002092318 0.13683
2002092400 0.137051
2002092406 0.137161
2002092412 0.137271
2002092418 0.13727
2002092500 0.137714
2002092506 0.138044
2002092512 0.138597
2002092518 0.139038
2002092600 0.139258
2002092606 0.139591
2002092612 0.139591
2002092618 0.139813
2002092700 0.140257
2002092706 0.140477
2002092712 0.140478
2002092718 0.140478
2002092800 0.140588
2002092806 0.14081
2002092812 0.140923
2002092818 0.141034
2002092900 0.141145
2002092906 0.141477
2002092912 0.141477
2002092918 0.141589
2002093000 0.141701
2002093006 0.142034
2002093012 0.142034
2002093018 0.142034
2002100100 0.142254
2002100106 0.142478
2002100112 0.142589
2002100118 0.14259
2002100200 0.1427
2002100206 0.142811
2002100212 0.142814
2002100218 0.142923
2002100300 0.143144
2002100306 0.143256
2002100312 0.143254
2002100318 0.143478
2002100400 0.143589
2002100406 0.14381
2002100412 0.143699
2002100418 0.144034
2002100500 0.144255
2002100506 0.144366
2002100512 0.144256
2002100518 0.144256
2002100600 0.14459
2002100606 0.144813
2002100612 0.14481
2002100618 0.144921
2002100700 0.145145
2002100706 0.145366
2002100712 0.145477
2002100718 0.145367
2002100800 0.145812
2002100806 0.146144
2002100812 0.145923
2002100818 0.145923
2002100900 0.146257
2002100906 0.146479
2002100912 0.146479
2002100918 0.146589
2002101000 0.146814
2002101006 0.147146
2002101012 0.146924
2002101018 0.147035
2002101100 0.147258
2002101106 0.14759
2002101112 0.147479
2002101118 0.147591
2002101200 0.147925
2002101206 0.148146
2002101212 0.148038
2002101218 0.14826
2002101300 0.148593
2002101306 0.148705
2002101312 0.148593
2002101318 0.148704
2002101400 0.149037
2002101406 0.149371
2002101412 0.14926
2002101418 0.149593
2002101500 0.149705
2002101506 0.149927
2002101512 0.150039
2002101518 0.150151
2002101600 0.150261
2002101606 0.150706
2002101612 0.150706
2002101618 0.150816
2002101700 0.151263
2002101706 0.151485
2002101712 0.151261
2002101718 0.151264
2002101800 0.152041
2002101806 0.152264
2002101812 0.15193
2002101818 0.152152
2002101900 0.152707
2002101906 0.153153
2002101912 0.152819
2002101918 0.153154
2002102000 0.153708
2002102006 0.154154
2002102012 0.15382
2002102018 0.154042
2002102100 0.154597
2002102106 0.155042
2002102112 0.154821
2002102118 0.155153
2002102200 0.15571
2002102206 0.156043
2002102212 0.15582
2002102218 0.156265
2002102300 0.156488
2002102306 0.157155
2002102312 0.157155
2002102318 0.157378
2002102400 0.157931
2002102406 0.158266
2002102412 0.158487
2002102418 0.158709
2002102500 0.159154
2002102506 0.159599
2002102512 0.159599
2002102518 0.15982
2002102600 0.160599
2002102606 0.160931
2002102612 0.161154
2002102618 0.161378
2002102700 0.16193
2002102706 0.162376
2002102712 0.162597
2002102718 0.16282
2002102800 0.163375
2002102806 0.163819
2002102812 0.163929
2002102818 0.164375
2002102900 0.164931
2002102906 0.165374
2002102912 0.165598
2002102918 0.165819
2002103000 0.166596
2002103006 0.16715
2002103012 0.167373
2002103018 0.167928
2002103100 0.168374
2002103106 0.168929
2002103112 0.169704
2002103118 0.170369
2002110100 0.171033
2002110106 0.172032
2002110112 0.173138
2002110118 0.174354
2002110200 0.175351
2002110206 0.176459
2002110212 0.177341
2002110218 0.178998
2002110300 0.180105
2002110306 0.181214
2002110312 0.182211
2002110318 0.183758
2002110400 0.185088
2002110406 0.186309
2002110412 0.18753
2002110418 0.188751
2002110500 0.189863
2002110506 0.190862
2002110512 0.19175
2002110518 0.193084
2002110600 0.194747
2002110606 0.1963
2002110612 0.198294
2002110618 0.200838
2002110700 0.202833
2002110706 0.204383
2002110712 0.205603
2002110718 0.207046
2002110800 0.208488
2002110806 0.210375
2002110812 0.211707
2002110818 0.212374
2002110900 0.213262
2002110906 0.214152
2002110912 0.214596
2002110918 0.214932
2002111000 0.21582
2002111006 0.216375
2002111012 0.21671
2002111018 0.217155
2002111100 0.217933
2002111106 0.2186
2002111112 0.2186
2002111118 0.219154
2002111200 0.219933
2002111206 0.220487
2002111212 0.220486
2002111218 0.221044
2002111300 0.221709
2002111306 0.222376
2002111312 0.222266
2002111318 0.222599
2002111400 0.223377
2002111406 0.223821
2002111412 0.223821
2002111418 0.224601
2002111500 0.225155
2002111506 0.226045
2002111512 0.226265
2002111518 0.22682
2002111600 0.227489
2002111606 0.228155
2002111612 0.228265
2002111618 0.228596
2002111700 0.229042
2002111706 0.22993
2002111712 0.229819
2002111718 0.230594
2002111800 0.231038
2002111806 0.231483
2002111812 0.231703
2002111818 0.23226
2002111900 0.232926
2002111906 0.233703
2002111912 0.233591
2002111918 0.234368
2002112000 0.235033
2002112006 0.235587
2002112012 0.2357
2002112018 0.236142
2002112100 0.2367
2002112106 0.237367
2002112112 0.237477
2002112118 0.23792
2002112200 0.239029
2002112206 0.240136
2002112212 0.240914
2002112218 0.241687
2002112300 0.243018
2002112306 0.243794
2002112312 0.244237
2002112318 0.245345
2002112400 0.246011
2002112406 0.247011
2002112412 0.247122
2002112418 0.247899
2002112500 0.248787
2002112506 0.249342
2002112512 0.249342
2002112518 0.249894
2002112600 0.250341
2002112606 0.251007
2002112612 0.250897
2002112618 0.251008
2002112700 0.251673
2002112706 0.252231
2002112712 0.252231
2002112718 0.252564
2002112800 0.253009
2002112806 0.253788
2002112812 0.253232
2002112818 0.253566
2002112900 0.254234
2002112906 0.254455
2002112912 0.254234
2002112918 0.254345
2002113000 0.255124
2002113006 0.255681
2002113012 0.255235
2002113018 0.255571
2002120100 0.256124
2002120106 0.256571
2002120112 0.256349
2002120118 0.256349
2002120200 0.257125
2002120206 0.257349
2002120212 0.257018
2002120218 0.257462
2002120300 0.257685
2002120306 0.258463
2002120312 0.257797
2002120318 0.258021
2002120400 0.258687
2002120406 0.259243
2002120412 0.258465
2002120418 0.258913
2002120500 0.259465
2002120506 0.259911
2002120512 0.259579
2002120518 0.259801
2002120600 0.260469
2002120606 0.260691
2002120612 0.260801
2002120618 0.261357
2002120700 0.262023
2002120706 0.26269
2002120712 0.263245
2002120718 0.264467
2002120800 0.26569
2002120806 0.266802
2002120812 0.268583
2002120818 0.270254
2002120900 0.27259
2002120906 0.274039
2002120912 0.275147
2002120918 0.277361
2002121000 0.278692
2002121006 0.280136
2002121012 0.281241
2002121018 0.283235
2002121100 0.284566
2002121106 0.286008
2002121112 0.28734
2002121118 0.289
2002121200 0.29011
2002121206 0.290887
2002121212 0.291109
2002121218 0.291773
2002121300 0.292441
2002121306 0.293108
2002121312 0.293108
2002121318 0.293549
2002121400 0.294549
2002121406 0.295104
2002121412 0.295437
2002121418 0.296325
2002121500 0.297324
2002121506 0.297767
2002121512 0.298098
2002121518 0.298765
2002121600 0.299764
2002121606 0.300321
2002121612 0.300877
2002121618 0.301541
2002121700 0.302209
2002121706 0.302986
2002121712 0.30332
2002121718 0.304205
2002121800 0.304872
2002121806 0.305427
2002121812 0.306312
2002121818 0.307307
2002121900 0.308197
2002121906 0.309308
2002121912 0.310195
2002121918 0.311416
2002122000 0.312194
2002122006 0.312973
2002122012 0.313082
2002122018 0.313526
2002122100 0.314193
2002122106 0.314414
2002122112 0.314302
2002122118 0.314522
2002122200 0.3153
2002122206 0.315744
2002122212 0.315633
2002122218 0.316187
2002122300 0.316743
2002122306 0.317076
2002122312 0.317297
2002122318 0.31741
2002122400 0.317855
2002122406 0.318079
2002122412 0.318635
2002122418 0.319189
2002122500 0.319967
2002122506 0.320078
2002122512 0.320854
2002122518 0.321856
2002122600 0.323298
2002122606 0.324188
2002122612 0.325189
2002122618 0.326966
2002122700 0.328187
2002122706 0.329075
2002122712 0.330079
2002122718 0.331525
2002122800 0.333413
2002122806 0.334858
2002122812 0.335856
2002122818 0.337741
2002122900 0.339189
2002122906 0.340079
2002122912 0.340857
2002122918 0.341742
2002123000 0.342077
2002123006 0.342856
2002123012 0.343081
2002123018 0.343302
2002123100 0.343526
2002123106 0.343861
2002123112 0.343751
2002123118 0.343862
2003010100 0.344309
2003010106 0.344309
2003010112 0.343977
2003010118 0.344198
2003010200 0.344645
2003010206 0.344645
2003010212 0.344536
2003010218 0.344869
2003010300 0.345206
2003010306 0.34554
2003010312 0.345431
2003010318 0.345767
2003010400 0.345991
2003010406 0.346105
2003010412 0.34644
2003010418 0.346549
2003010500 0.346996
2003010506 0.347106
2003010512 0.346889
2003010518 0.346889
2003010600 0.346889
2003010606 0.34678
2003010612 0.346224
2003010618 0.345892
2003010700 0.346114
2003010706 0.346113
2003010712 0.346329
2003010718 0.347431
2003010800 0.347764
2003010806 0.347764
2003010812 0.347979
2003010818 0.348644
2003010900 0.348865
2003010906 0.348644
2003010912 0.348197
2003010918 0.348308
2003011000 0.348308
2003011006 0.348087
2003011012 0.347085
2003011018 0.347526
2003011100 0.347637
2003011106 0.347305
2003011112 0.346633
2003011118 0.346965
2003011200 0.346855
2003011206 0.346633
2003011212 0.346412
2003011218 0.346189
2003011300 0.346189
2003011306 0.345967
2003011312 0.346079
2003011318 0.34674
2003011400 0.34685
2003011406 0.346961
2003011412 0.347629
2003011418 0.348296
2003011500 0.348629
2003011506 0.348854
2003011512 0.348853
2003011518 0.349741
2003011600 0.350074
2003011606 0.350187
2003011612 0.350188
2003011618 0.350633
2003011700 0.350963
2003011706 0.351189
2003011712 0.351078
2003011718 0.351188
2003011800 0.351078
2003011806 0.350968
2003011812 0.35097
2003011818 0.351192
2003011900 0.35153
2003011906 0.351643
2003011912 0.351423
2003011918 0.351758
2003012000 0.351759
2003012006 0.351763
2003012012 0.351764
2003012018 0.352435
2003012100 0.352658
2003012106 0.35277
2003012112 0.35266
2003012118 0.353216
2003012200 0.353437
2003012206 0.353439
2003012212 0.353439
2003012218 0.353553
2003012300 0.353553
2003012306 0.353555
2003012312 0.352888
2003012318 0.352445
2003012400 0.352335
2003012406 0.352335
2003012412 0.351116
2003012418 0.350674
2003012500 0.350674
2003012506 0.350566
2003012512 0.349677
2003012518 0.349567
2003012600 0.349456
2003012606 0.349125
2003012612 0.348348
2003012618 0.348127
2003012700 0.347907
2003012706 0.347796
2003012712 0.347132
2003012718 0.346912
2003012800 0.346912
2003012806 0.347025
2003012812 0.347246
2003012818 0.347914
2003012900 0.348136
2003012906 0.348359
2003012912 0.348585
2003012918 0.34914
2003013000 0.349586
2003013006 0.349811
2003013012 0.3497
2003013018 0.349923
2003013100 0.350035
2003013106 0.35048
2003013112 0.349813
2003013118 0.349817
2003020100 0.349818
2003020106 0.349484
2003020112 0.348818
2003020118 0.348705
2003020200 0.348705
2003020206 0.348485
2003020212 0.347815
2003020218 0.347483
2003020300 0.347594
2003020306 0.347261
2003020312 0.346372
2003020318 0.346482
2003020400 0.34615
2003020406 0.346261
2003020412 0.345482
2003020418 0.345258
2003020500 0.345258
2003020506 0.34548
2003020512 0.344813
2003020518 0.344921
2003020600 0.344921
2003020606 0.344921
2003020612 0.344809
2003020618 0.344809
2003020700 0.344809
2003020706 0.344809
2003020712 0.344475
2003020718 0.344476
2003020800 0.344811
2003020806 0.344923
2003020812 0.344812
2003020818 0.344812
2003020900 0.344924
2003020906 0.345036
2003020912 0.34437
2003020918 0.344257
2003021000 0.344372
2003021006 0.344372
2003021012 0.343484
2003021018 0.343484
2003021100 0.343484
2003021106 0.343708
2003021112 0.343375
2003021118 0.343487
2003021200 0.34371
2003021206 0.344268
2003021212 0.343825
2003021218 0.344048
2003021300 0.344273
2003021306 0.345053
2003021312 0.34439
2003021318 0.344613
2003021400 0.344614
2003021406 0.344952
2003021412 0.344842
2003021418 0.344844
2003021500 0.344957
2003021506 0.345069
2003021512 0.344847
2003021518 0.345069
2003021600 0.345403
2003021606 0.34618
2003021612 0.346068
2003021618 0.346511
2003021700 0.347067
2003021706 0.347067
2003021712 0.346401
2003021718 0.346733
2003021800 0.347177
2003021806 0.347289
2003021812 0.346848
2003021818 0.346847
2003021900 0.346959
2003021906 0.346848
2003021912 0.346516
2003021918 0.346628
2003022000 0.346628
2003022006 0.346742
2003022012 0.346409
2003022018 0.346631
2003022100 0.346631
2003022106 0.346633
2003022112 0.346745
2003022118 0.34686
2003022200 0.347083
2003022206 0.347195
2003022212 0.346754
2003022218 0.346756
2003022300 0.346754
2003022306 0.346644
2003022312 0.345979
2003022318 0.345425
2003022400 0.345315
2003022406 0.345317
2003022412 0.344207
2003022418 0.343875
2003022500 0.343541
2003022506 0.343432
2003022512 0.342544
2003022518 0.342321
2003022600 0.342098
2003022606 0.342101
2003022612 0.341212
2003022618 0.341102
2003022700 0.340879
2003022706 0.340768
2003022712 0.340211
2003022718 0.340099
2003022800 0.340099
2003022806 0.340099
2003022812 0.339762
2003022818 0.339984
2003030100 0.340207
2003030106 0.340542
2003030112 0.340095
2003030118 0.340316
2003030200 0.340316
2003030206 0.340763
2003030212 0.340762
2003030218 0.340983
2003030300 0.340869
2003030306 0.340981
2003030312 0.340534
2003030318 0.340533
2003030400 0.340421
2003030406 0.340421
2003030412 0.339419
2003030418 0.339306
2003030500 0.339196
2003030506 0.339084
2003030512 0.338194
2003030518 0.33797
2003030600 0.337746
2003030606 0.337636
2003030612 0.337079
2003030618 0.336636
2003030700 0.33686
2003030706 0.33675
2003030712 0.336194
2003030718 0.336638
2003030800 0.336751
2003030806 0.337087
2003030812 0.336975
2003030818 0.337529
2003030900 0.337753
2003030906 0.337864
2003030912 0.337753
2003030918 0.338084
2003031000 0.337973
2003031006 0.338083
2003031012 0.337637
2003031018 0.337745
2003031100 0.337857
2003031106 0.337857
2003031112 0.337413
2003031118 0.33741
2003031200 0.33741
2003031206 0.337299
2003031212 0.336854
2003031218 0.336964
2003031300 0.336964
2003031306 0.337076
2003031312 0.336741
2003031318 0.336851
2003031400 0.337184
2003031406 0.337184
2003031412 0.336739
2003031418 0.336959
2003031500 0.33718
2003031506 0.337404
2003031512 0.337515
2003031518 0.337846
2003031600 0.338181
2003031606 0.338069
