YYYYMMDDHH soilw0-10cm
2000012806 0.366957
2000012812 0.385853
2000012818 0.381859
2000012900 0.373442
2000012906 0.365131
2000012912 0.370112
2000012918 0.376079
2000013000 0.367672
2000013006 0.36058
2000013012 0.356831
2000013018 0.364855
2000013100 0.359881
2000013106 0.355563
2000013112 0.341617
2000013118 0.343152
2000020100 0.34217
2000020106 0.33996
2000020112 0.333932
2000020118 0.334486
2000020200 0.334171
2000020206 0.332628
2000020212 0.334387
2000020218 0.349567
2000020300 0.345483
2000020306 0.344488
2000020312 0.354048
2000020318 0.368712
2000020400 0.362079
2000020406 0.356885
2000020412 0.354054
2000020418 0.367678
2000020500 0.361994
2000020506 0.355986
2000020512 0.364412
2000020518 0.366062
2000020600 0.382415
2000020606 0.374738
2000020612 0.385721
2000020618 0.383842
2000020700 0.376286
2000020706 0.372402
2000020712 0.36424
2000020718 0.373625
2000020800 0.368759
2000020806 0.361897
2000020812 0.351119
2000020818 0.358158
2000020900 0.357725
2000020906 0.355971
2000020912 0.343849
2000020918 0.355062
2000021000 0.35463
2000021006 0.350294
2000021012 0.341938
2000021018 0.345055
2000021100 0.348089
2000021106 0.345754
2000021112 0.341201
2000021118 0.346862
2000021200 0.348084
2000021206 0.345643
2000021212 0.335756
2000021218 0.342857
2000021300 0.341194
2000021306 0.339529
2000021312 0.32898
2000021318 0.339521
2000021400 0.342217
2000021406 0.338649
2000021412 0.329981
2000021418 0.332442
2000021500 0.332312
2000021506 0.33074
2000021512 0.32144
2000021518 0.31965
2000021600 0.322532
2000021606 0.32263
2000021612 0.319794
2000021618 0.320566
2000021700 0.322554
2000021706 0.323871
2000021712 0.330563
2000021718 0.35353
2000021800 0.352772
2000021806 0.349434
2000021812 0.382439
2000021818 0.385282
2000021900 0.375635
2000021906 0.367855
2000021912 0.373483
2000021918 0.381264
2000022000 0.372168
2000022006 0.364285
2000022012 0.357735
2000022018 0.358623
2000022100 0.357288
2000022106 0.354511
2000022112 0.348624
2000022118 0.351067
2000022200 0.353826
2000022206 0.350386
2000022212 0.342708
2000022218 0.344698
2000022300 0.343703
2000022306 0.342038
2000022312 0.330723
2000022318 0.332619
2000022400 0.333837
2000022406 0.333396
2000022412 0.326824
2000022418 0.330789
2000022500 0.331239
2000022506 0.33002
2000022512 0.343113
2000022518 0.346222
2000022600 0.355384
2000022606 0.351938
2000022612 0.355061
2000022618 0.360823
2000022700 0.358409
2000022706 0.353751
2000022712 0.355504
2000022718 0.364712
2000022800 0.362519
2000022806 0.359985
2000022812 0.377114
2000022818 0.383428
2000022900 0.372978
2000022906 0.365195
2000022912 0.372435
2000022918 0.378892
2000030100 0.370887
2000030106 0.363879
2000030112 0.360447
2000030118 0.367805
2000030200 0.362679
2000030206 0.35789
2000030212 0.361347
2000030218 0.365493
2000030300 0.360695
2000030306 0.356461
2000030312 0.352117
2000030318 0.355125
2000030400 0.353226
2000030406 0.349995
2000030412 0.348849
2000030418 0.353071
2000030500 0.350738
2000030506 0.348404
2000030512 0.33676
2000030518 0.337549
2000030600 0.338653
2000030606 0.33787
2000030612 0.339189
2000030618 0.342398
2000030700 0.342843
2000030706 0.341732
2000030712 0.334189
2000030718 0.338816
2000030800 0.341355
2000030806 0.340138
2000030812 0.351414
2000030818 0.372227
2000030900 0.368179
2000030906 0.365439
2000030912 0.391347
2000030918 0.396633
2000031000 0.387664
2000031006 0.37555
2000031012 0.377026
2000031018 0.384087
2000031100 0.37555
2000031106 0.367764
2000031112 0.363365
2000031118 0.379225
2000031200 0.373979
2000031206 0.369769
2000031212 0.390768
2000031218 0.392509
2000031300 0.380077
2000031306 0.374179
2000031312 0.385073
2000031318 0.390544
2000031400 0.381337
2000031406 0.38166
2000031412 0.398108
2000031418 0.398179
2000031500 0.389449
2000031506 0.381106
2000031512 0.397324
2000031518 0.390297
2000031600 0.379867
2000031606 0.372537
2000031612 0.387418
2000031618 0.380861
2000031700 0.375858
2000031706 0.371319
2000031712 0.360064
2000031718 0.362281
2000031800 0.358293
2000031806 0.35397
2000031812 0.355046
2000031818 0.354481
2000031900 0.352605
2000031906 0.347719
2000031912 0.344622
2000031918 0.34684
2000032000 0.348311
2000032006 0.346211
2000032012 0.363255
2000032018 0.365269
2000032100 0.361031
2000032106 0.357802
2000032112 0.344907
2000032118 0.34602
2000032200 0.348131
2000032206 0.347673
2000032212 0.334745
2000032218 0.336595
2000032300 0.338596
2000032306 0.33893
2000032312 0.340242
2000032318 0.345236
2000032400 0.347605
2000032406 0.345389
2000032412 0.346197
2000032418 0.34564
2000032500 0.344323
2000032506 0.341999
2000032512 0.332299
2000032518 0.335144
2000032600 0.335051
2000032606 0.333622
2000032612 0.32901
2000032618 0.335323
2000032700 0.339272
2000032706 0.338186
2000032712 0.33697
2000032718 0.340742
2000032800 0.340428
2000032806 0.337877
2000032812 0.32997
2000032818 0.330856
2000032900 0.331307
2000032906 0.330546
2000032912 0.322229
2000032918 0.335181
2000033000 0.33619
2000033006 0.334422
2000033012 0.326889
2000033018 0.332887
2000033100 0.335562
2000033106 0.331893
2000033112 0.320685
2000033118 0.320231
2000040100 0.321795
2000040106 0.321015
2000040112 0.311805
2000040118 0.314787
2000040200 0.316459
2000040206 0.315903
2000040212 0.310135
2000040218 0.321656
2000040300 0.330138
2000040306 0.329589
2000040312 0.328605
2000040318 0.337279
2000040400 0.336718
2000040406 0.334824
2000040412 0.326502
2000040418 0.331742
2000040500 0.332297
2000040506 0.330516
2000040512 0.327242
2000040518 0.324134
2000040600 0.323363
2000040606 0.321365
2000040612 0.328619
2000040618 0.324756
2000040700 0.323321
2000040706 0.321437
2000040712 0.32605
2000040718 0.327064
2000040800 0.325299
2000040806 0.322973
2000040812 0.332462
2000040818 0.335389
2000040900 0.332941
2000040906 0.330163
2000040912 0.329035
2000040918 0.327139
2000041000 0.326028
2000041006 0.324028
2000041012 0.328515
2000041018 0.331869
2000041100 0.32932
2000041106 0.326548
2000041112 0.321542
2000041118 0.322737
2000041200 0.321741
2000041206 0.319745
2000041212 0.316184
2000041218 0.315727
2000041300 0.316287
2000041306 0.314629
2000041312 0.316477
2000041318 0.324132
2000041400 0.323495
2000041406 0.321176
2000041412 0.331125
2000041418 0.341097
2000041500 0.335039
2000041506 0.331604
2000041512 0.326586
2000041518 0.328903
2000041600 0.325593
2000041606 0.321604
2000041612 0.314947
2000041618 0.321041
2000041700 0.318828
2000041706 0.315506
2000041712 0.307415
2000041718 0.305865
2000041800 0.304758
2000041806 0.303094
2000041812 0.294342
2000041818 0.293126
2000041900 0.294019
2000041906 0.293579
2000041912 0.286822
2000041918 0.286046
2000042000 0.286377
2000042006 0.28582
2000042012 0.282365
2000042018 0.285225
2000042100 0.284785
2000042106 0.284233
2000042112 0.285841
2000042118 0.302677
2000042200 0.306453
2000042206 0.315143
2000042212 0.327965
2000042218 0.329991
2000042300 0.329991
2000042306 0.327213
2000042312 0.318558
2000042318 0.317353
2000042400 0.312987
2000042406 0.309408
2000042412 0.300268
2000042418 0.298599
2000042500 0.29759
2000042506 0.29569
2000042512 0.287656
2000042518 0.285655
2000042600 0.285205
2000042606 0.283974
2000042612 0.278621
2000042618 0.27639
2000042700 0.27672
2000042706 0.275715
2000042712 0.272038
2000042718 0.270817
2000042800 0.270589
2000042806 0.27003
2000042812 0.268244
2000042818 0.266463
2000042900 0.266569
2000042906 0.2659
2000042912 0.267105
2000042918 0.270741
2000043000 0.270518
2000043006 0.270073
2000043012 0.2683
2000043018 0.267519
2000050100 0.266963
2000050106 0.265963
2000050112 0.263631
2000050118 0.264628
2000050200 0.264624
2000050206 0.263848
2000050212 0.262072
2000050218 0.261178
2000050300 0.261062
2000050306 0.260508
2000050312 0.25895
2000050318 0.259936
2000050400 0.259489
2000050406 0.259046
2000050412 0.257489
2000050418 0.256381
2000050500 0.255715
2000050506 0.255159
2000050512 0.252725
2000050518 0.251506
2000050600 0.251393
2000050606 0.250839
2000050612 0.249065
2000050618 0.248067
2000050700 0.247622
2000050706 0.247177
2000050712 0.245625
2000050718 0.244627
2000050800 0.244074
2000050806 0.243517
2000050812 0.242184
2000050818 0.241296
2000050900 0.240964
2000050906 0.240519
2000050912 0.239409
2000050918 0.23863
2000051000 0.238409
2000051006 0.23863
2000051012 0.237405
2000051018 0.236851
2000051100 0.236295
2000051106 0.236294
2000051112 0.235073
2000051118 0.234296
2000051200 0.233739
2000051206 0.233628
2000051212 0.232518
2000051218 0.23174
2000051300 0.231514
2000051306 0.231513
2000051312 0.230626
2000051318 0.229736
2000051400 0.229846
2000051406 0.2294
2000051412 0.2284
2000051418 0.228068
2000051500 0.227512
2000051506 0.227401
2000051512 0.226289
2000051518 0.225846
2000051600 0.225622
2000051606 0.225289
2000051612 0.224179
2000051618 0.223735
2000051700 0.223511
2000051706 0.223178
2000051712 0.222178
2000051718 0.221511
2000051800 0.221401
2000051806 0.220954
2000051812 0.219844
2000051818 0.219401
2000051900 0.218955
2000051906 0.218622
2000051912 0.217957
2000051918 0.217733
2000052000 0.217179
2000052006 0.217178
2000052012 0.216512
2000052018 0.217072
2000052100 0.216851
2000052106 0.21718
2000052112 0.216625
2000052118 0.216294
2000052200 0.216072
2000052206 0.215738
2000052212 0.215072
2000052218 0.214623
2000052300 0.2144
2000052306 0.214067
2000052312 0.213179
2000052318 0.212843
2000052400 0.212289
2000052406 0.212177
2000052412 0.211177
2000052418 0.210733
2000052500 0.210509
2000052506 0.210285
2000052512 0.209619
2000052518 0.209396
2000052600 0.209504
2000052606 0.209504
2000052612 0.208616
2000052618 0.208953
2000052700 0.208734
2000052706 0.208513
2000052712 0.207624
2000052718 0.207178
2000052800 0.206956
2000052806 0.206625
2000052812 0.205625
2000052818 0.205179
2000052900 0.205068
2000052906 0.204844
2000052912 0.204066
2000052918 0.203511
2000053000 0.204062
2000053006 0.20384
2000053012 0.20295
2000053018 0.202618
2000053100 0.202283
2000053106 0.20195
2000053112 0.201173
2000053118 0.200618
2000060100 0.200284
2000060106 0.200284
2000060112 0.199284
2000060118 0.198951
2000060200 0.198506
2000060206 0.198945
2000060212 0.198167
2000060218 0.197499
2000060300 0.197388
2000060306 0.197277
2000060312 0.196388
2000060318 0.196271
2000060400 0.19605
2000060406 0.19616
2000060412 0.195383
2000060418 0.194828
2000060500 0.194605
2000060506 0.194605
2000060512 0.193827
2000060518 0.193382
2000060600 0.193272
2000060606 0.193494
2000060612 0.192939
2000060618 0.192492
2000060700 0.192714
2000060706 0.193157
2000060712 0.192268
2000060718 0.192158
2000060800 0.192159
2000060806 0.19216
2000060812 0.191494
2000060818 0.191497
2000060900 0.191052
2000060906 0.191166
2000060912 0.19061
2000060918 0.190166
2000061000 0.189833
2000061006 0.189946
2000061012 0.189057
2000061018 0.188946
2000061100 0.188614
2000061106 0.188279
2000061112 0.188506
2000061118 0.188392
2000061200 0.188397
2000061206 0.18851
2000061212 0.188178
2000061218 0.188182
2000061300 0.18796
2000061306 0.187625
2000061312 0.187072
2000061318 0.186513
2000061400 0.186513
2000061406 0.186182
2000061412 0.185403
2000061418 0.185072
2000061500 0.184626
2000061506 0.184515
2000061512 0.184183
2000061518 0.183514
2000061600 0.183183
2000061606 0.183183
2000061612 0.182626
2000061618 0.182183
2000061700 0.18185
2000061706 0.18185
2000061712 0.181183
2000061718 0.18096
2000061800 0.180848
2000061806 0.180628
2000061812 0.17996
2000061818 0.17985
2000061900 0.179628
2000061906 0.179406
2000061912 0.17885
2000061918 0.178518
2000062000 0.178294
2000062006 0.178183
2000062012 0.17763
2000062018 0.177294
2000062100 0.177073
2000062106 0.177073
2000062112 0.176957
2000062118 0.177733
2000062200 0.179937
2000062206 0.179937
2000062212 0.179048
2000062218 0.179052
2000062300 0.179054
2000062306 0.179166
2000062312 0.178833
2000062318 0.17828
2000062400 0.178056
2000062406 0.177834
2000062412 0.177393
2000062418 0.176836
2000062500 0.176614
2000062506 0.176838
2000062512 0.176173
2000062518 0.175839
2000062600 0.175728
2000062606 0.175618
2000062612 0.175063
2000062618 0.174729
2000062700 0.174508
2000062706 0.174398
2000062712 0.173843
2000062718 0.173509
2000062800 0.173288
2000062806 0.173178
2000062812 0.172732
2000062818 0.17229
2000062900 0.172068
2000062906 0.17229
2000062912 0.171733
2000062918 0.171733
2000063000 0.171402
2000063006 0.171291
2000063012 0.170958
2000063018 0.170623
2000070100 0.170403
2000070106 0.170292
2000070112 0.169961
2000070118 0.169513
2000070200 0.169182
2000070206 0.169292
2000070212 0.16885
2000070218 0.168513
2000070300 0.168293
2000070306 0.168294
2000070312 0.167961
2000070318 0.167739
2000070400 0.167516
2000070406 0.167516
2000070412 0.166962
2000070418 0.166739
2000070500 0.167071
2000070506 0.167514
2000070512 0.167624
2000070518 0.167845
2000070600 0.168178
2000070606 0.168286
2000070612 0.167841
2000070618 0.16773
2000070700 0.167731
2000070706 0.16795
2000070712 0.16916
2000070718 0.171363
2000070800 0.171694
2000070806 0.171583
2000070812 0.173022
2000070818 0.17336
2000070900 0.17325
2000070906 0.173139
2000070912 0.172366
2000070918 0.171701
2000071000 0.171591
2000071006 0.17137
2000071012 0.170819
2000071018 0.170375
2000071100 0.169819
2000071106 0.169819
2000071112 0.169378
2000071118 0.168934
2000071200 0.168823
2000071206 0.168711
2000071212 0.168159
2000071218 0.167603
2000071300 0.167382
2000071306 0.167272
2000071312 0.16683
2000071318 0.166609
2000071400 0.16661
2000071406 0.16639
2000071412 0.165945
2000071418 0.165722
2000071500 0.166275
2000071506 0.166385
2000071512 0.165832
2000071518 0.165609
2000071600 0.165499
2000071606 0.165275
2000071612 0.164832
2000071618 0.164501
2000071700 0.164501
2000071706 0.164391
2000071712 0.163723
2000071718 0.16328
2000071800 0.163169
2000071806 0.163059
2000071812 0.162616
2000071818 0.162283
2000071900 0.162172
2000071906 0.162059
2000071912 0.161729
2000071918 0.161506
2000072000 0.161396
2000072006 0.161285
2000072012 0.160729
2000072018 0.160285
2000072100 0.160175
2000072106 0.160175
2000072112 0.159732
2000072118 0.15951
2000072200 0.159398
2000072206 0.159287
2000072212 0.158732
2000072218 0.1584
2000072300 0.1584
2000072306 0.15851
2000072312 0.158289
2000072318 0.157625
2000072400 0.1574
2000072406 0.1574
2000072412 0.157179
2000072418 0.157067
2000072500 0.157286
2000072506 0.157725
2000072512 0.157725
2000072518 0.157607
2000072600 0.15816
2000072606 0.15827
2000072612 0.158267
2000072618 0.158596
2000072700 0.158596
2000072706 0.158816
2000072712 0.158484
2000072718 0.158041
2000072800 0.158041
2000072806 0.158041
2000072812 0.1576
2000072818 0.157487
2000072900 0.157377
2000072906 0.157377
2000072912 0.156823
2000072918 0.156602
2000073000 0.15649
2000073006 0.15638
2000073012 0.156046
2000073018 0.155936
2000073100 0.155714
2000073106 0.155714
2000073112 0.155272
2000073118 0.154938
2000080100 0.154826
2000080106 0.15505
2000080112 0.154826
2000080118 0.154606
2000080200 0.154606
2000080206 0.154935
2000080212 0.155044
2000080218 0.155262
2000080300 0.155262
2000080306 0.155262
2000080312 0.154818
2000080318 0.154596
2000080400 0.154486
2000080406 0.154486
2000080412 0.154154
2000080418 0.15393
2000080500 0.15404
2000080506 0.154372
2000080512 0.153929
2000080518 0.153816
2000080600 0.153706
2000080606 0.15382
2000080612 0.153486
2000080618 0.153266
2000080700 0.153154
2000080706 0.153154
2000080712 0.1526
2000080718 0.152268
2000080800 0.152268
2000080806 0.152268
2000080812 0.151935
2000080818 0.152162
2000080900 0.152162
2000080906 0.152052
2000080912 0.151943
2000080918 0.151833
2000081000 0.151499
2000081006 0.151499
2000081012 0.151055
2000081018 0.150835
2000081100 0.150725
2000081106 0.150725
2000081112 0.150279
2000081118 0.150279
2000081200 0.150609
2000081206 0.151605
2000081212 0.151383
2000081218 0.151605
2000081300 0.151718
2000081306 0.152611
2000081312 0.152166
2000081318 0.151946
2000081400 0.151946
2000081406 0.151946
2000081412 0.151725
2000081418 0.151391
2000081500 0.151391
2000081506 0.151168
2000081512 0.150615
2000081518 0.150615
2000081600 0.150615
2000081606 0.150726
2000081612 0.150395
2000081618 0.150173
2000081700 0.150173
2000081706 0.149949
2000081712 0.149618
2000081718 0.149397
2000081800 0.149397
2000081806 0.149618
2000081812 0.149285
2000081818 0.149063
2000081900 0.149063
2000081906 0.149063
2000081912 0.148953
2000081918 0.148731
2000082000 0.148509
2000082006 0.148509
2000082012 0.148398
2000082018 0.148065
2000082100 0.148065
2000082106 0.148177
2000082112 0.147955
2000082118 0.147955
2000082200 0.147955
2000082206 0.147955
2000082212 0.147733
2000082218 0.147621
2000082300 0.147397
2000082306 0.147286
2000082312 0.147176
2000082318 0.146731
2000082400 0.146621
2000082406 0.146734
2000082412 0.146621
2000082418 0.1464
2000082500 0.1464
2000082506 0.1464
2000082512 0.146067
2000082518 0.145956
2000082600 0.145956
2000082606 0.145956
2000082612 0.145289
2000082618 0.145068
2000082700 0.145178
2000082706 0.145067
2000082712 0.144736
2000082718 0.144512
2000082800 0.144622
2000082806 0.144622
2000082812 0.144291
2000082818 0.144069
2000082900 0.144069
2000082906 0.144399
2000082912 0.144068
2000082918 0.143845
2000083000 0.14472
2000083006 0.144833
2000083012 0.144499
2000083018 0.144388
2000083100 0.144388
2000083106 0.144388
2000083112 0.144275
2000083118 0.144165
2000090100 0.144165
2000090106 0.144165
2000090112 0.144054
2000090118 0.143944
2000090200 0.143944
2000090206 0.143944
2000090212 0.14372
2000090218 0.143498
2000090300 0.143498
2000090306 0.143608
2000090312 0.146577
2000090318 0.156915
2000090400 0.162206
2000090406 0.163425
2000090412 0.164974
2000090418 0.16908
2000090500 0.169193
2000090506 0.171288
2000090512 0.170627
2000090518 0.169964
2000090600 0.169637
2000090606 0.169417
2000090612 0.168754
2000090618 0.168533
2000090700 0.169077
2000090706 0.173369
2000090712 0.174247
2000090718 0.178892
2000090800 0.181551
2000090806 0.181776
2000090812 0.181112
2000090818 0.180892
2000090900 0.181117
2000090906 0.180787
2000090912 0.180013
2000090918 0.179461
2000091000 0.179353
2000091006 0.178912
2000091012 0.178249
2000091018 0.177807
2000091100 0.177588
2000091106 0.177257
2000091112 0.176704
2000091118 0.175931
2000091200 0.175708
2000091206 0.175598
2000091212 0.175044
2000091218 0.17438
2000091300 0.17416
2000091306 0.174051
2000091312 0.173166
2000091318 0.173166
2000091400 0.172725
2000091406 0.172725
2000091412 0.172062
2000091418 0.171952
2000091500 0.171618
2000091506 0.171618
2000091512 0.171065
2000091518 0.170512
2000091600 0.170512
2000091606 0.17018
2000091612 0.16985
2000091618 0.169409
2000091700 0.169409
2000091706 0.169298
2000091712 0.168856
2000091718 0.168413
2000091800 0.168193
2000091806 0.168194
2000091812 0.167641
2000091818 0.16753
2000091900 0.16742
2000091906 0.16742
2000091912 0.166867
2000091918 0.166534
2000092000 0.166426
2000092006 0.166536
2000092012 0.166203
2000092018 0.165762
2000092100 0.165873
2000092106 0.165873
2000092112 0.16532
2000092118 0.16521
2000092200 0.165099
2000092206 0.165099
2000092212 0.164768
2000092218 0.164325
2000092300 0.164327
2000092306 0.164439
2000092312 0.164107
2000092318 0.163664
2000092400 0.163554
2000092406 0.163665
2000092412 0.163111
2000092418 0.163223
2000092500 0.163223
2000092506 0.163003
2000092512 0.162674
2000092518 0.162563
2000092600 0.162453
2000092606 0.162673
2000092612 0.16234
2000092618 0.163223
2000092700 0.163999
2000092706 0.164554
2000092712 0.164884
2000092718 0.165874
2000092800 0.167746
2000092806 0.168077
2000092812 0.167967
2000092818 0.168519
2000092900 0.16885
2000092906 0.168853
2000092912 0.168635
2000092918 0.168304
2000093000 0.168195
2000093006 0.168307
2000093012 0.167753
2000093018 0.168202
2000100100 0.168539
2000100106 0.168872
2000100112 0.168542
2000100118 0.168211
2000100200 0.168101
2000100206 0.168656
2000100212 0.168105
2000100218 0.167993
2000100300 0.168216
2000100306 0.168106
2000100312 0.167665
2000100318 0.167779
2000100400 0.168
2000100406 0.16789
2000100412 0.167336
2000100418 0.167227
2000100500 0.16789
2000100506 0.169981
2000100512 0.169761
2000100518 0.169542
2000100600 0.169984
2000100606 0.170982
2000100612 0.17076
2000100618 0.171985
2000100700 0.176892
2000100706 0.179346
2000100712 0.180336
2000100718 0.181346
2000100800 0.183118
2000100806 0.183228
2000100812 0.185536
2000100818 0.189825
2000100900 0.189715
2000100906 0.189827
2000100912 0.190705
2000100918 0.190923
2000101000 0.190593
2000101006 0.190484
2000101012 0.189933
2000101018 0.189491
2000101100 0.189272
2000101106 0.189275
2000101112 0.188501
2000101118 0.18795
2000101200 0.187952
2000101206 0.187732
2000101212 0.187181
2000101218 0.186629
2000101300 0.186852
2000101306 0.186964
2000101312 0.186079
2000101318 0.185749
2000101400 0.185749
2000101406 0.185642
2000101412 0.18509
2000101418 0.184757
2000101500 0.18487
2000101506 0.184982
2000101512 0.18454
2000101518 0.184209
2000101600 0.18432
2000101606 0.184543
2000101612 0.184102
2000101618 0.183772
2000101700 0.183992
2000101706 0.184106
2000101712 0.183886
2000101718 0.183775
2000101800 0.183775
2000101806 0.184
2000101812 0.183558
2000101818 0.18356
2000101900 0.18356
2000101906 0.183783
2000101912 0.183452
2000101918 0.183563
2000102000 0.183677
2000102006 0.183788
2000102012 0.183347
2000102018 0.183346
2000102100 0.183682
2000102106 0.183794
2000102112 0.183462
2000102118 0.184454
2000102200 0.187538
2000102206 0.189745
2000102212 0.189083
2000102218 0.188975
2000102300 0.188866
2000102306 0.189091
2000102312 0.188541
2000102318 0.18843
2000102400 0.188654
2000102406 0.18888
2000102412 0.188218
2000102418 0.187999
2000102500 0.188223
2000102506 0.188445
2000102512 0.188004
2000102518 0.187785
2000102600 0.188342
2000102606 0.188453
2000102612 0.188012
2000102618 0.188014
2000102700 0.188348
2000102706 0.188572
2000102712 0.188576
2000102718 0.188467
2000102800 0.188579
2000102806 0.189024
2000102812 0.188694
2000102818 0.188806
2000102900 0.18914
2000102906 0.190908
2000102912 0.191897
2000102918 0.199937
2000103000 0.206583
2000103006 0.22892
2000103012 0.227828
2000103018 0.228826
2000103100 0.22927
2000103106 0.228503
2000103112 0.22718
2000103118 0.229495
2000110100 0.228834
2000110106 0.228179
2000110112 0.228621
2000110118 0.238361
2000110200 0.241614
2000110206 0.239961
2000110212 0.239849
2000110218 0.240722
2000110300 0.240063
2000110306 0.239068
2000110312 0.236754
2000110318 0.238187
2000110400 0.246207
2000110406 0.259055
2000110412 0.268712
2000110418 0.290746
2000110500 0.310519
2000110506 0.335688
2000110512 0.332277
2000110518 0.361738
2000110600 0.356411
2000110606 0.356445
2000110612 0.350185
2000110618 0.37044
2000110700 0.362673
2000110706 0.366974
2000110712 0.353207
2000110718 0.380242
2000110800 0.366028
2000110806 0.35127
2000110812 0.355956
2000110818 0.363669
2000110900 0.360728
2000110906 0.352175
2000110912 0.352723
2000110918 0.356111
2000111000 0.347975
2000111006 0.348685
2000111012 0.343426
2000111018 0.341973
2000111100 0.346874
2000111106 0.347343
2000111112 0.372775
2000111118 0.36619
2000111200 0.350076
2000111206 0.34891
2000111212 0.350252
2000111218 0.350318
2000111300 0.345562
2000111306 0.344036
2000111312 0.364284
2000111318 0.352288
2000111400 0.349804
2000111406 0.340807
2000111412 0.342165
2000111418 0.352752
2000111500 0.348952
2000111506 0.346999
2000111512 0.360673
2000111518 0.357289
2000111600 0.343446
2000111606 0.335793
2000111612 0.335527
2000111618 0.341927
2000111700 0.335492
2000111706 0.331162
2000111712 0.333409
2000111718 0.336931
2000111800 0.32997
2000111806 0.323324
2000111812 0.312785
2000111818 0.312313
2000111900 0.309996
2000111906 0.306236
2000111912 0.304538
2000111918 0.30584
2000112000 0.303857
2000112006 0.30043
2000112012 0.296872
2000112018 0.294984
2000112100 0.294213
2000112106 0.291893
2000112112 0.288788
2000112118 0.285694
2000112200 0.28492
2000112206 0.283265
2000112212 0.283356
2000112218 0.283677
2000112300 0.282355
2000112306 0.280147
2000112312 0.279141
2000112318 0.276822
2000112400 0.27627
2000112406 0.274835
2000112412 0.272073
2000112418 0.274504
2000112500 0.274835
2000112506 0.274505
2000112512 0.275047
2000112518 0.275264
2000112600 0.275706
2000112606 0.275043
2000112612 0.276905
2000112618 0.280216
2000112700 0.281224
2000112706 0.27979
2000112712 0.282865
2000112718 0.28298
2000112800 0.28211
2000112806 0.280455
2000112812 0.278674
2000112818 0.276905
2000112900 0.276469
2000112906 0.276577
2000112912 0.273372
2000112918 0.272707
2000113000 0.273043
2000113006 0.273041
2000113012 0.271934
2000113018 0.276115
2000120100 0.278214
2000120106 0.278553
2000120112 0.287138
2000120118 0.289668
2000120200 0.289364
2000120206 0.295779
2000120212 0.299952
2000120218 0.297538
2000120300 0.298753
2000120306 0.298654
2000120312 0.294018
2000120318 0.298137
2000120400 0.300801
2000120406 0.29948
2000120412 0.301335
2000120418 0.308234
2000120500 0.312848
2000120506 0.309311
2000120512 0.307304
2000120518 0.305101
2000120600 0.305558
2000120606 0.309247
2000120612 0.315725
2000120618 0.314731
2000120700 0.312966
2000120706 0.320828
2000120712 0.342021
2000120718 0.342709
2000120800 0.335962
2000120806 0.330537
2000120812 0.326778
2000120818 0.328451
2000120900 0.327219
2000120906 0.32333
2000120912 0.317759
2000120918 0.315539
2000121000 0.316541
2000121006 0.315218
2000121012 0.318164
2000121018 0.330809
2000121100 0.342176
2000121106 0.360281
2000121112 0.376297
2000121118 0.37943
2000121200 0.372131
2000121206 0.377418
2000121212 0.378246
2000121218 0.391394
2000121300 0.389078
2000121306 0.390518
2000121312 0.384436
2000121318 0.389145
2000121400 0.37906
2000121406 0.377704
2000121412 0.402143
2000121418 0.396968
